edition_1,title_1,authors_1,imprint_place_1,imprint_year_1,imprint_publisher_1,edition_status_1,notes_1,edition_2,title_2,authors_2,imprint_place_2,imprint_year_2,imprint_publisher_2,edition_status_2,notes_2,osa,cos
bk0010546,Ange (l') conducteur dans la dévotion chrétienne,"Coret, Jacques (Primary)",Stenay,1787,Meurant,Unverified licenced edition,"Edition not located.   A note in the source data for this edition reads 'avec les Vêpres et les hymnes du diocèse de Rheims, mais à condition que ces deux articles ne font point partice du P.G. [privilège général] des usages du diocèse'. This seems to differentiate this edition from a separate in-8 edition granted to the same publisher on the same day. Superbook title after Dawson and 1781 Lille edition.  Dawson says that Coret wrote several variations on this title but that the layout of the permit register suggests that these entries are for the same work.  In fact, the precise content of editions of the 'Ange conducteur' [and variant titles] evolved considerably over time and between editions: for practical purposes all variants have been treated as part of the same superbook [work] as clearly they belong to the same intellectual project.",bk0010541,Ange (l') conducteur dans la dévotion chrétienne,"Coret, Jacques (Primary)",Epinal,1787,Bugeard,Unverified licenced edition,"Edition not located.  Superbook title after Dawson and 1781 Lille edition.  Dawson says that Coret wrote several variations on this title but that the layout of the permit register suggests that these entries are for the same work.  In fact, the precise content of editions of the 'Ange conducteur' [and variant titles] evolved considerably over time and between editions: for practical purposes all variants have been treated as part of the same superbook [work] as clearly they belong to the same intellectual project.",1,1
bk0010543,Ange (l') conducteur dans la dévotion chrétienne,"Coret, Jacques (Primary)",Nancy,1787,Le Seure,Unverified licenced edition,"Edition not located.  Superbook title after Dawson and 1781 Lille edition.  Dawson says that Coret wrote several variations on this title but that the layout of the permit register suggests that these entries are for the same work.  In fact, the precise content of editions of the 'Ange conducteur' [and variant titles] evolved considerably over time and between editions: for practical purposes all variants have been treated as part of the same superbook [work] as clearly they belong to the same intellectual project.",bk0010542,Ange (l') conducteur dans la dévotion chrétienne,"Coret, Jacques (Primary)",Epinal,1787,Bugeard,Unverified licenced edition,"Edition not located.  Superbook title after Dawson and 1781 Lille edition.  Dawson says that Coret wrote several variations on this title but that the layout of the permit register suggests that these entries are for the same work.  In fact, the precise content of editions of the 'Ange conducteur' [and variant titles] evolved considerably over time and between editions: for practical purposes all variants have been treated as part of the same superbook [work] as clearly they belong to the same intellectual project.",1,1
bk0010544,Ange (l') conducteur dans la dévotion chrétienne,"Coret, Jacques (Primary)",Neufchâteau,1787,[Dm? for dame?] Caron,Unverified licenced edition,"Edition not located.  Superbook title after Dawson and 1781 Lille edition.  Dawson says that Coret wrote several variations on this title but that the layout of the permit register suggests that these entries are for the same work.  In fact, the precise content of editions of the 'Ange conducteur' [and variant titles] evolved considerably over time and between editions: for practical purposes all variants have been treated as part of the same superbook [work] as clearly they belong to the same intellectual project.",bk0010542,Ange (l') conducteur dans la dévotion chrétienne,"Coret, Jacques (Primary)",Epinal,1787,Bugeard,Unverified licenced edition,"Edition not located.  Superbook title after Dawson and 1781 Lille edition.  Dawson says that Coret wrote several variations on this title but that the layout of the permit register suggests that these entries are for the same work.  In fact, the precise content of editions of the 'Ange conducteur' [and variant titles] evolved considerably over time and between editions: for practical purposes all variants have been treated as part of the same superbook [work] as clearly they belong to the same intellectual project.",1,1
bk0010545,Ange (l') conducteur dans la dévotion chrétienne,"Coret, Jacques (Primary)",Stenay,1787,Meurant,Unverified licenced edition,"Edition not located.  Superbook title after Dawson and 1781 Lille edition.  Dawson says that Coret wrote several variations on this title but that the layout of the permit register suggests that these entries are for the same work.  In fact, the precise content of editions of the 'Ange conducteur' [and variant titles] evolved considerably over time and between editions: for practical purposes all variants have been treated as part of the same superbook [work] as clearly they belong to the same intellectual project.",bk0010542,Ange (l') conducteur dans la dévotion chrétienne,"Coret, Jacques (Primary)",Epinal,1787,Bugeard,Unverified licenced edition,"Edition not located.  Superbook title after Dawson and 1781 Lille edition.  Dawson says that Coret wrote several variations on this title but that the layout of the permit register suggests that these entries are for the same work.  In fact, the precise content of editions of the 'Ange conducteur' [and variant titles] evolved considerably over time and between editions: for practical purposes all variants have been treated as part of the same superbook [work] as clearly they belong to the same intellectual project.",1,1
bk0010546,Ange (l') conducteur dans la dévotion chrétienne,"Coret, Jacques (Primary)",Stenay,1787,Meurant,Unverified licenced edition,"Edition not located.   A note in the source data for this edition reads 'avec les Vêpres et les hymnes du diocèse de Rheims, mais à condition que ces deux articles ne font point partice du P.G. [privilège général] des usages du diocèse'. This seems to differentiate this edition from a separate in-8 edition granted to the same publisher on the same day. Superbook title after Dawson and 1781 Lille edition.  Dawson says that Coret wrote several variations on this title but that the layout of the permit register suggests that these entries are for the same work.  In fact, the precise content of editions of the 'Ange conducteur' [and variant titles] evolved considerably over time and between editions: for practical purposes all variants have been treated as part of the same superbook [work] as clearly they belong to the same intellectual project.",bk0010542,Ange (l') conducteur dans la dévotion chrétienne,"Coret, Jacques (Primary)",Epinal,1787,Bugeard,Unverified licenced edition,"Edition not located.  Superbook title after Dawson and 1781 Lille edition.  Dawson says that Coret wrote several variations on this title but that the layout of the permit register suggests that these entries are for the same work.  In fact, the precise content of editions of the 'Ange conducteur' [and variant titles] evolved considerably over time and between editions: for practical purposes all variants have been treated as part of the same superbook [work] as clearly they belong to the same intellectual project.",1,1
bk0010544,Ange (l') conducteur dans la dévotion chrétienne,"Coret, Jacques (Primary)",Neufchâteau,1787,[Dm? for dame?] Caron,Unverified licenced edition,"Edition not located.  Superbook title after Dawson and 1781 Lille edition.  Dawson says that Coret wrote several variations on this title but that the layout of the permit register suggests that these entries are for the same work.  In fact, the precise content of editions of the 'Ange conducteur' [and variant titles] evolved considerably over time and between editions: for practical purposes all variants have been treated as part of the same superbook [work] as clearly they belong to the same intellectual project.",bk0010543,Ange (l') conducteur dans la dévotion chrétienne,"Coret, Jacques (Primary)",Nancy,1787,Le Seure,Unverified licenced edition,"Edition not located.  Superbook title after Dawson and 1781 Lille edition.  Dawson says that Coret wrote several variations on this title but that the layout of the permit register suggests that these entries are for the same work.  In fact, the precise content of editions of the 'Ange conducteur' [and variant titles] evolved considerably over time and between editions: for practical purposes all variants have been treated as part of the same superbook [work] as clearly they belong to the same intellectual project.",1,1
bk0010545,Ange (l') conducteur dans la dévotion chrétienne,"Coret, Jacques (Primary)",Stenay,1787,Meurant,Unverified licenced edition,"Edition not located.  Superbook title after Dawson and 1781 Lille edition.  Dawson says that Coret wrote several variations on this title but that the layout of the permit register suggests that these entries are for the same work.  In fact, the precise content of editions of the 'Ange conducteur' [and variant titles] evolved considerably over time and between editions: for practical purposes all variants have been treated as part of the same superbook [work] as clearly they belong to the same intellectual project.",bk0010543,Ange (l') conducteur dans la dévotion chrétienne,"Coret, Jacques (Primary)",Nancy,1787,Le Seure,Unverified licenced edition,"Edition not located.  Superbook title after Dawson and 1781 Lille edition.  Dawson says that Coret wrote several variations on this title but that the layout of the permit register suggests that these entries are for the same work.  In fact, the precise content of editions of the 'Ange conducteur' [and variant titles] evolved considerably over time and between editions: for practical purposes all variants have been treated as part of the same superbook [work] as clearly they belong to the same intellectual project.",1,1
bk0010546,Ange (l') conducteur dans la dévotion chrétienne,"Coret, Jacques (Primary)",Stenay,1787,Meurant,Unverified licenced edition,"Edition not located.   A note in the source data for this edition reads 'avec les Vêpres et les hymnes du diocèse de Rheims, mais à condition que ces deux articles ne font point partice du P.G. [privilège général] des usages du diocèse'. This seems to differentiate this edition from a separate in-8 edition granted to the same publisher on the same day. Superbook title after Dawson and 1781 Lille edition.  Dawson says that Coret wrote several variations on this title but that the layout of the permit register suggests that these entries are for the same work.  In fact, the precise content of editions of the 'Ange conducteur' [and variant titles] evolved considerably over time and between editions: for practical purposes all variants have been treated as part of the same superbook [work] as clearly they belong to the same intellectual project.",bk0010543,Ange (l') conducteur dans la dévotion chrétienne,"Coret, Jacques (Primary)",Nancy,1787,Le Seure,Unverified licenced edition,"Edition not located.  Superbook title after Dawson and 1781 Lille edition.  Dawson says that Coret wrote several variations on this title but that the layout of the permit register suggests that these entries are for the same work.  In fact, the precise content of editions of the 'Ange conducteur' [and variant titles] evolved considerably over time and between editions: for practical purposes all variants have been treated as part of the same superbook [work] as clearly they belong to the same intellectual project.",1,1
bk0010545,Ange (l') conducteur dans la dévotion chrétienne,"Coret, Jacques (Primary)",Stenay,1787,Meurant,Unverified licenced edition,"Edition not located.  Superbook title after Dawson and 1781 Lille edition.  Dawson says that Coret wrote several variations on this title but that the layout of the permit register suggests that these entries are for the same work.  In fact, the precise content of editions of the 'Ange conducteur' [and variant titles] evolved considerably over time and between editions: for practical purposes all variants have been treated as part of the same superbook [work] as clearly they belong to the same intellectual project.",bk0010544,Ange (l') conducteur dans la dévotion chrétienne,"Coret, Jacques (Primary)",Neufchâteau,1787,[Dm? for dame?] Caron,Unverified licenced edition,"Edition not located.  Superbook title after Dawson and 1781 Lille edition.  Dawson says that Coret wrote several variations on this title but that the layout of the permit register suggests that these entries are for the same work.  In fact, the precise content of editions of the 'Ange conducteur' [and variant titles] evolved considerably over time and between editions: for practical purposes all variants have been treated as part of the same superbook [work] as clearly they belong to the same intellectual project.",1,1
bk0010546,Ange (l') conducteur dans la dévotion chrétienne,"Coret, Jacques (Primary)",Stenay,1787,Meurant,Unverified licenced edition,"Edition not located.   A note in the source data for this edition reads 'avec les Vêpres et les hymnes du diocèse de Rheims, mais à condition que ces deux articles ne font point partice du P.G. [privilège général] des usages du diocèse'. This seems to differentiate this edition from a separate in-8 edition granted to the same publisher on the same day. Superbook title after Dawson and 1781 Lille edition.  Dawson says that Coret wrote several variations on this title but that the layout of the permit register suggests that these entries are for the same work.  In fact, the precise content of editions of the 'Ange conducteur' [and variant titles] evolved considerably over time and between editions: for practical purposes all variants have been treated as part of the same superbook [work] as clearly they belong to the same intellectual project.",bk0010544,Ange (l') conducteur dans la dévotion chrétienne,"Coret, Jacques (Primary)",Neufchâteau,1787,[Dm? for dame?] Caron,Unverified licenced edition,"Edition not located.  Superbook title after Dawson and 1781 Lille edition.  Dawson says that Coret wrote several variations on this title but that the layout of the permit register suggests that these entries are for the same work.  In fact, the precise content of editions of the 'Ange conducteur' [and variant titles] evolved considerably over time and between editions: for practical purposes all variants have been treated as part of the same superbook [work] as clearly they belong to the same intellectual project.",1,1
bk0010546,Ange (l') conducteur dans la dévotion chrétienne,"Coret, Jacques (Primary)",Stenay,1787,Meurant,Unverified licenced edition,"Edition not located.   A note in the source data for this edition reads 'avec les Vêpres et les hymnes du diocèse de Rheims, mais à condition que ces deux articles ne font point partice du P.G. [privilège général] des usages du diocèse'. This seems to differentiate this edition from a separate in-8 edition granted to the same publisher on the same day. Superbook title after Dawson and 1781 Lille edition.  Dawson says that Coret wrote several variations on this title but that the layout of the permit register suggests that these entries are for the same work.  In fact, the precise content of editions of the 'Ange conducteur' [and variant titles] evolved considerably over time and between editions: for practical purposes all variants have been treated as part of the same superbook [work] as clearly they belong to the same intellectual project.",bk0010545,Ange (l') conducteur dans la dévotion chrétienne,"Coret, Jacques (Primary)",Stenay,1787,Meurant,Unverified licenced edition,"Edition not located.  Superbook title after Dawson and 1781 Lille edition.  Dawson says that Coret wrote several variations on this title but that the layout of the permit register suggests that these entries are for the same work.  In fact, the precise content of editions of the 'Ange conducteur' [and variant titles] evolved considerably over time and between editions: for practical purposes all variants have been treated as part of the same superbook [work] as clearly they belong to the same intellectual project.",1,1
bk0010661,Bon paroissien (le),,Nancy,1787,Le Seure-Gervois,Unverified licenced edition,Edition not identified,bk0010660,Bon paroissien (le),,Bruyères,1787,veuve Vivot,Unverified licenced edition,Edition not identified,1,1
bk0010710,Petit catéchisme historique de Fleury,"Fleury, Claude (Primary); Rondet Laurent Etienne (Editor)",Rouen,1787,veuve Pierre Dumesnil,Unverified licenced edition,"Edition not identified. Superbook title after the Fribourg: Piller, 1782 edition listed in Worldcat. That edition is only 147 pages long suggesting justifies a different superbook to the Catechisme historique, which is 452 pages in a 1784 edition listed in Worldcat.",bk0010709,Petit catéchisme historique de Fleury,"Fleury, Claude (Primary); Rondet Laurent Etienne (Editor)",Bruyères,1787,veuve Vivot,Unverified licenced edition,"Edition not identified. Superbook title after the Fribourg: Piller, 1782 edition listed in Worldcat. That edition is only 147 pages long suggesting justifies a different superbook to the Catechisme historique, which is 452 pages in a 1784 edition listed in Worldcat.",1,1
bk0010812,"Demi-psautier à l'usage des écoles contenant les prières du matin et du soir, l'Ordinaire de la messe, etc.",[Bible] (Primary),Nancy,1787,Le Seure-Gervois,Unverified licenced edition,"Edition not located. 1829 edition with near exact title in worldcat is probably same work: ""Demi psautier a? l'usage des e?coles, contenant les prie?res du matin et du soir, l'ordinaire de la messe, l'Office de la Vierge, ve?pres et compiles, l'office des morts"".",bk0010811,"Demi-psautier à l'usage des écoles contenant les prières du matin et du soir, l'Ordinaire de la messe, etc.",[Bible] (Primary),Epinal,1787,Vautrain [Vautrin],Unverified licenced edition,"Edition not located. 1829 edition with near exact title in worldcat is probably same work: ""Demi psautier a? l'usage des e?coles, contenant les prie?res du matin et du soir, l'ordinaire de la messe, l'Office de la Vierge, ve?pres et compiles, l'office des morts"".",1,1
bk0010813,"Demi-psautier à l'usage des écoles contenant les prières du matin et du soir, l'Ordinaire de la messe, etc.",[Bible] (Primary),Nancy,1787,Le Seure l'aîné,Unverified licenced edition,"Edition not located. 1829 edition with near exact title in worldcat is probably same work: ""Demi psautier a? l'usage des e?coles, contenant les prie?res du matin et du soir, l'ordinaire de la messe, l'Office de la Vierge, ve?pres et compiles, l'office des morts"".",bk0010811,"Demi-psautier à l'usage des écoles contenant les prières du matin et du soir, l'Ordinaire de la messe, etc.",[Bible] (Primary),Epinal,1787,Vautrain [Vautrin],Unverified licenced edition,"Edition not located. 1829 edition with near exact title in worldcat is probably same work: ""Demi psautier a? l'usage des e?coles, contenant les prie?res du matin et du soir, l'ordinaire de la messe, l'Office de la Vierge, ve?pres et compiles, l'office des morts"".",1,1
bk0010814,"Demi-psautier à l'usage des écoles contenant les prières du matin et du soir, l'Ordinaire de la messe, etc.",[Bible] (Primary),Saint-Mihiel,1787,Duval,Unverified licenced edition,"Edition not located. 1829 edition with near exact title in worldcat is probably same work: ""Demi psautier a? l'usage des e?coles, contenant les prie?res du matin et du soir, l'ordinaire de la messe, l'Office de la Vierge, ve?pres et compiles, l'office des morts"".",bk0010811,"Demi-psautier à l'usage des écoles contenant les prières du matin et du soir, l'Ordinaire de la messe, etc.",[Bible] (Primary),Epinal,1787,Vautrain [Vautrin],Unverified licenced edition,"Edition not located. 1829 edition with near exact title in worldcat is probably same work: ""Demi psautier a? l'usage des e?coles, contenant les prie?res du matin et du soir, l'ordinaire de la messe, l'Office de la Vierge, ve?pres et compiles, l'office des morts"".",1,1
bk0010813,"Demi-psautier à l'usage des écoles contenant les prières du matin et du soir, l'Ordinaire de la messe, etc.",[Bible] (Primary),Nancy,1787,Le Seure l'aîné,Unverified licenced edition,"Edition not located. 1829 edition with near exact title in worldcat is probably same work: ""Demi psautier a? l'usage des e?coles, contenant les prie?res du matin et du soir, l'ordinaire de la messe, l'Office de la Vierge, ve?pres et compiles, l'office des morts"".",bk0010812,"Demi-psautier à l'usage des écoles contenant les prières du matin et du soir, l'Ordinaire de la messe, etc.",[Bible] (Primary),Nancy,1787,Le Seure-Gervois,Unverified licenced edition,"Edition not located. 1829 edition with near exact title in worldcat is probably same work: ""Demi psautier a? l'usage des e?coles, contenant les prie?res du matin et du soir, l'ordinaire de la messe, l'Office de la Vierge, ve?pres et compiles, l'office des morts"".",1,1
bk0010814,"Demi-psautier à l'usage des écoles contenant les prières du matin et du soir, l'Ordinaire de la messe, etc.",[Bible] (Primary),Saint-Mihiel,1787,Duval,Unverified licenced edition,"Edition not located. 1829 edition with near exact title in worldcat is probably same work: ""Demi psautier a? l'usage des e?coles, contenant les prie?res du matin et du soir, l'ordinaire de la messe, l'Office de la Vierge, ve?pres et compiles, l'office des morts"".",bk0010812,"Demi-psautier à l'usage des écoles contenant les prières du matin et du soir, l'Ordinaire de la messe, etc.",[Bible] (Primary),Nancy,1787,Le Seure-Gervois,Unverified licenced edition,"Edition not located. 1829 edition with near exact title in worldcat is probably same work: ""Demi psautier a? l'usage des e?coles, contenant les prie?res du matin et du soir, l'ordinaire de la messe, l'Office de la Vierge, ve?pres et compiles, l'office des morts"".",1,1
bk0010814,"Demi-psautier à l'usage des écoles contenant les prières du matin et du soir, l'Ordinaire de la messe, etc.",[Bible] (Primary),Saint-Mihiel,1787,Duval,Unverified licenced edition,"Edition not located. 1829 edition with near exact title in worldcat is probably same work: ""Demi psautier a? l'usage des e?coles, contenant les prie?res du matin et du soir, l'ordinaire de la messe, l'Office de la Vierge, ve?pres et compiles, l'office des morts"".",bk0010813,"Demi-psautier à l'usage des écoles contenant les prières du matin et du soir, l'Ordinaire de la messe, etc.",[Bible] (Primary),Nancy,1787,Le Seure l'aîné,Unverified licenced edition,"Edition not located. 1829 edition with near exact title in worldcat is probably same work: ""Demi psautier a? l'usage des e?coles, contenant les prie?res du matin et du soir, l'ordinaire de la messe, l'Office de la Vierge, ve?pres et compiles, l'office des morts"".",1,1
bk0010869,Epîtres et évangiles des dimanches et fêtes de l'année,"[Bible] (Primary); Mésenguy, François Philippe (Secondary)",Rouen,1787,veuve Besogne [Besongne],Unverified licenced edition,"Edition not located. Superbook attribution after Dawson, and tentative. No other edition of this work from 1778-1790 are listed in Worldcat though there are some from earlier and later periods.",bk0010868,Epîtres et évangiles des dimanches et fêtes de l'année,"[Bible] (Primary); Mésenguy, François Philippe (Secondary)",Marseille,1787,Mossy père et fils,Unverified licenced edition,"Edition not located. Superbook attribution after Dawson, and tentative. No other edition of this work from 1778-1790 are listed in Worldcat though there are some from earlier and later periods. Print run may be understated: a first digit seems to have been obliterated in permission register.",1,1
bk0010870,Epîtres et évangiles des dimanches et fêtes de l'année,"[Bible] (Primary); Mésenguy, François Philippe (Secondary)",Rouen,1787,Seyer,Unverified licenced edition,"Edition not located. Superbook attribution after Dawson, and tentative. No other edition of this work from 1778-1790 are listed in Worldcat though there are some from earlier and later periods.",bk0010868,Epîtres et évangiles des dimanches et fêtes de l'année,"[Bible] (Primary); Mésenguy, François Philippe (Secondary)",Marseille,1787,Mossy père et fils,Unverified licenced edition,"Edition not located. Superbook attribution after Dawson, and tentative. No other edition of this work from 1778-1790 are listed in Worldcat though there are some from earlier and later periods. Print run may be understated: a first digit seems to have been obliterated in permission register.",1,1
bk0010870,Epîtres et évangiles des dimanches et fêtes de l'année,"[Bible] (Primary); Mésenguy, François Philippe (Secondary)",Rouen,1787,Seyer,Unverified licenced edition,"Edition not located. Superbook attribution after Dawson, and tentative. No other edition of this work from 1778-1790 are listed in Worldcat though there are some from earlier and later periods.",bk0010869,Epîtres et évangiles des dimanches et fêtes de l'année,"[Bible] (Primary); Mésenguy, François Philippe (Secondary)",Rouen,1787,veuve Besogne [Besongne],Unverified licenced edition,"Edition not located. Superbook attribution after Dawson, and tentative. No other edition of this work from 1778-1790 are listed in Worldcat though there are some from earlier and later periods.",1,1
bk0010973,Heures à trois offices,,Toul,1787,Carez,Unverified licenced edition,Superbook and edition not identified.,bk0010972,Heures à trois offices,,Caen,1787,Chalopin,Unverified licenced edition,Superbook and edition not identified.,1,1
bk0010988,Heures de la congrégation des filles,,Nancy,1787,Le Seure-Gervois,Unverified licenced edition,"Superbook and edition not identified.  Worldcat lists, ‘Heures nouvelles à l’usage de la Congrégation érigée pour les filles, en l’honneur de la très Sainte Vierge, par Monseigneur l’evêque, comte de Toul’ (1759). In the publisher details in the source data, 'libraire' has been written over 'imp.' [imprimeur].",bk0010987,Heures de la congrégation des filles,,Bruyères,1787,veuve Vivot,Unverified licenced edition,"Superbook and edition not identified.  Worldcat lists, ‘Heures nouvelles à l’usage de la Congrégation érigée pour les filles, en l’honneur de la très Sainte Vierge, par Monseigneur l’evêque, comte de Toul’ (1759)",1,1
bk0011049,Heures nouvelles dédiées à madame la dauphine,,Toul,1787,Carez [spelled Carré],Unverified licenced edition,"Superbook and edition not identified.  Worldcat lists various c17 editions, suggests author could be Senault, Louis.",bk0011048,Heures nouvelles dédiées à madame la dauphine,,Epinal,1787,Bugeard,Unverified licenced edition,"Superbook and edition not identified.  Worldcat lists various c17 editions, suggests author could be Senault, Louis.",1,1
bk0011183,Instructions chrétiennes pour les jeunes gens,"Humbert, Pierre Hubert (Primary)",Lisieux,1787,Mistral,Unverified licenced edition,Edition not located in Worldcat,bk0011182,Instructions chrétiennes pour les jeunes gens,"Humbert, Pierre Hubert (Primary)",Clermont-Ferrand,1787,Limet,Unverified licenced edition,Edition not located in Worldcat,1,1
bk0011240,"Instructions sur les principales vérités de la religion et sur les principaux devoirs du christianisme. Adressées par Monseigneur l'Illustrissime & Révérendissime Evêque, Comte de Toul, Prince du S. Empire, au Clergé Séculier & aux Fideles de son Diocèse","Drouas de Broussey, Claude (Primary); Humbert, Pierre Hubert (Secondary)",Toul,1787,Carez,Certain,"Edition verified by Worldcat. Full edition title, secondary author and pagination taken from Worldcat.",bk0011239,"Instructions sur les principales vérités de la religion et sur les principaux devoirs du Christianisme, par l'évêque de Toul","Drouas de Broussey, Claude (Primary); Humbert, Pierre Hubert (Secondary)",Bayeux,1787,veuve Nicolle,Unverified licenced edition,Edition not located.,1,1
bk0011679,Transitus animae revertentis ad jugum sanctum Jesu Christi,"Besombes de Saint-Geniès, Pierre Louis (Primary)",Montauban,1787,Cazaméa,Probable,"Worldcat lists 1788 edition by this publisher but Dawson suggests this is the earlier edition.  Dawson notes that this is unusual case of a recent work from 1782 being given a permission. Dawson speculates that this 500 copy edition may have been a 'dummy' licence to compensate for the total of 1500 copies Cazamea's printed version of his licence of 20 August 1787 claimed, for the register only authorised 1000 copies.",bk0011678,Transitus animae revertentis ad jugum sanctum Jesu Christi,"Besombes de Saint-Geniès, Pierre Louis (Primary)",Montauban,1787,Cazaméa,Certain,"Edition verified by Worldcat and Dawson, after permit copy. Actual date of publication and URL after Google Books, Worldcat and Dawson permit copy. Google books edition includes permission simple with same date.  Dawson notes that this is unusual case of a recent work from 1782 being given a permission. He also notes discrepancies between no. of copies on register and that printed inside copy (1500) and speculates that Cazamea was forced to apply for licence for further 500 - which is also found in registers, so the two entries of 20 August and 30 September 1787 are probably in fact for one edition of 1500 copies.",1,1
bk0011048,Heures nouvelles dédiées à madame la dauphine,,Epinal,1787,Bugeard,Unverified licenced edition,"Superbook and edition not identified.  Worldcat lists various c17 editions, suggests author could be Senault, Louis.",bk0011038,Heures nouvelles dédiées à madame la chancellière,,Epinal,1787,Bugeard,Unverified licenced edition,Superbook and edition not identified.,0.8163265306122449,0.9636275613568805
bk0011049,Heures nouvelles dédiées à madame la dauphine,,Toul,1787,Carez [spelled Carré],Unverified licenced edition,"Superbook and edition not identified.  Worldcat lists various c17 editions, suggests author could be Senault, Louis.",bk0011038,Heures nouvelles dédiées à madame la chancellière,,Epinal,1787,Bugeard,Unverified licenced edition,Superbook and edition not identified.,0.8163265306122449,0.9636275613568805
bk0005282,Monarchie (de la) prussienne sous Frédéric le Grand: avec un appendice contenant des recherches sur la situation actuelle des principales contrées de l'Allemagne ,"Mirabeau, Honoré-Gabriel Riqueti [comte de] (Primary)",London,1788,,Certain,,bk0004237,Monarchie (de la) prussienne sous Frédéric le Grand; avec un appendice contenant des recherches sur la situation actuelle des principales contrées de l'Allemagne. Par le comte de Mirabeau,"Mirabeau, Honoré-Gabriel Riqueti [comte de] (Primary)",London,1788,,Certain,,1,1
bk0010282,"Publii Virgilii Maronis opera, cum perpetua interpretatione Stirling etnotis, etc ","Publius Vergilius Maro (Primary); Stirling, John (Editor)",Toulouse,1788,Robert aîné,Unverified licenced edition,Edition not located in Worldcat or by Dawson. Permission date of February might be incorrect due to poor legibility.,bk0010281,"Publii Virgilii Maronis opera, cum perpetua interpretatione Stirling etnotis, etc ","Publius Vergilius Maro (Primary); Stirling, John (Editor)",Caen,1788,Poisson,Unverified licenced edition,Edition not located in Worldcat or by Dawson,1,1
bk0010301,"Selectae e profanis scriptoribus historiae, etc, (sans traduction)","[Bible] (Primary); Heuzet, Jean (Secondary)",Saint-Brieuc,1788,Prudhomme,Unverified licenced edition,Edition not located in Worldcat.,bk0010300,"Selectae e profanis scriptoribus historiae, etc, (sans traduction)","[Bible] (Primary); Heuzet, Jean (Secondary)",Agen,1788,veuve Noubel,Unverified licenced edition,Edition not located in Worldcat.,1,1
bk0010410,Comptes faits de Barême,"Barrême, François Bertrand de (Primary)",Paris,1788,Guillot,Unverified licenced edition,Edition not located.,bk0010409,Comptes faits de Barême,"Barrême, François Bertrand de (Primary)",Pamiers,1788,Larroire,Unverified licenced edition,Edition not located.,1,1
bk0010411,Comptes faits de Barême,"Barrême, François Bertrand de (Primary)",Rouen,1788,Lallemant,Unverified licenced edition,Edition not located.,bk0010409,Comptes faits de Barême,"Barrême, François Bertrand de (Primary)",Pamiers,1788,Larroire,Unverified licenced edition,Edition not located.,1,1
bk0010412,Comptes faits de Barême,"Barrême, François Bertrand de (Primary)",Rouen,1788,Ferrand,Unverified licenced edition,Edition not located.,bk0010409,Comptes faits de Barême,"Barrême, François Bertrand de (Primary)",Pamiers,1788,Larroire,Unverified licenced edition,Edition not located.,1,1
bk0010414,Comptes faits de Barême,"Barrême, François Bertrand de (Primary)",Tulle,1788,Chirac,Unverified licenced edition,Edition not located.,bk0010409,Comptes faits de Barême,"Barrême, François Bertrand de (Primary)",Pamiers,1788,Larroire,Unverified licenced edition,Edition not located.,1,1
bk0010411,Comptes faits de Barême,"Barrême, François Bertrand de (Primary)",Rouen,1788,Lallemant,Unverified licenced edition,Edition not located.,bk0010410,Comptes faits de Barême,"Barrême, François Bertrand de (Primary)",Paris,1788,Guillot,Unverified licenced edition,Edition not located.,1,1
bk0010412,Comptes faits de Barême,"Barrême, François Bertrand de (Primary)",Rouen,1788,Ferrand,Unverified licenced edition,Edition not located.,bk0010410,Comptes faits de Barême,"Barrême, François Bertrand de (Primary)",Paris,1788,Guillot,Unverified licenced edition,Edition not located.,1,1
bk0010414,Comptes faits de Barême,"Barrême, François Bertrand de (Primary)",Tulle,1788,Chirac,Unverified licenced edition,Edition not located.,bk0010410,Comptes faits de Barême,"Barrême, François Bertrand de (Primary)",Paris,1788,Guillot,Unverified licenced edition,Edition not located.,1,1
bk0010412,Comptes faits de Barême,"Barrême, François Bertrand de (Primary)",Rouen,1788,Ferrand,Unverified licenced edition,Edition not located.,bk0010411,Comptes faits de Barême,"Barrême, François Bertrand de (Primary)",Rouen,1788,Lallemant,Unverified licenced edition,Edition not located.,1,1
bk0010414,Comptes faits de Barême,"Barrême, François Bertrand de (Primary)",Tulle,1788,Chirac,Unverified licenced edition,Edition not located.,bk0010411,Comptes faits de Barême,"Barrême, François Bertrand de (Primary)",Rouen,1788,Lallemant,Unverified licenced edition,Edition not located.,1,1
bk0010414,Comptes faits de Barême,"Barrême, François Bertrand de (Primary)",Tulle,1788,Chirac,Unverified licenced edition,Edition not located.,bk0010412,Comptes faits de Barême,"Barrême, François Bertrand de (Primary)",Rouen,1788,Ferrand,Unverified licenced edition,Edition not located.,1,1
bk0010462,Journée du chrétien,"Clément, Denis Xavier (Primary)",Toulouse,1788?,J J Robert,Unverified licenced edition,Edition not located in worldcat.,bk0010461,Journée du chrétien,"Clément, Denis Xavier (Primary)",Saint-Malo,1788,Valais,Unverified licenced edition,Edition not located in worldcat.,1,1
bk0010496,Journée du chrétien sanctifiée par la prière,"Clément, Denis Xavier (Primary)",Saint-Brieuc,1788,Prudhomme,Unverified licenced edition,Edition not located in worldcat.,bk0010495,Journée du chrétien sanctifiée par la prière,"Clément, Denis Xavier (Primary)",Rouen,1788,Seyer,Unverified licenced edition,Edition not located in worldcat.,1,1
