place_code,name,alternative_names,town,C18_lower_territory,C18_sovereign_territory,C21_admin,C21_country,geographic_zone,BSR,HRE,EL,IFC,P,HE,HT,WT,PT,PrT,distance_from_neuchatel,notes,geoname,geoname_lat,geoname_lng
pl274,MULHOUSE,NULL,MULHOUSE,Mulhouse,Mulhouse,Haut-Rhin,France,French,Rest of Europe,1,0,0,0,0,0,0,0,0,90,"Associate member of Swiss Confederation annexed by France in 1798. Also technically an independent republic and Imperial Free City. For mapping reasons, Mulhouse soverreign territory was set to 'Mulhouse' and not 'Swiss Confederation'. This does not affect sales figures as there were no sales or purchases to or from Mulhouse in the database.",2991214,47.75,7.33333
pl275,MUNICH,NULL,MUNICH,Bavaria,Bavaria,Bavaria,Germany,German,Rest of Europe,1,0,0,0,0,0,0,0,0,372,NA,2867714,48.13743,11.57549
pl276,MUNSTER en Westf,Münster,MÜNSTER,Münster,Münster,North Rhine-Westphalia,Germany,German,Rest of Europe,1,1,0,0,1,0,0,0,0,555,Higher education: a University founded in 1771 finally opened in 1780. A much earlier Jesuit foundation failed to get off the ground.,2867543,51.96236,7.62571
pl281,NÈGREPELISSE,NULL,NÈGREPELISSE,Montauban,France,Tarn-et-Garonne,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,532,NA,2990809,44.07436,1.51978
pl277,NAILHOUX,Nailloux,NAILLOUX,Toulouse,France,Haute-Garonne,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,580,NA,2991040,43.35718,1.62302
pl278,NANCY,NULL,NANCY,Nancy,France,Meurthe-et-Moselle,France,French,Bourbon France,0,0,0,0,1,0,0,0,0,197,Higher education: a University town from 1768 when the University of Pont-Ã -Mousson transferred to Nancy. The university was suppressed in 1793.,2990999,48.68439,6.18496
pl279,NANTES,NULL,NANTES,Rennes,France,Loire Atlantique,France,French,Bourbon France,0,0,0,0,1,0,0,0,0,644,Higher education: the University was founded in 1460 and suppressed in 1793.,2990969,47.21725,-1.55336
pl280,NAPLES,NULL,NAPLES,Naples,Kingdom of Two Sicilies,Campania,Italy,Italian,Rest of Europe,0,0,0,0,1,0,0,0,0,901,"Higher education: University created 1224, re-established in 1465 and fully re-established in 1507.",3172394,40.85216,14.26811
pl282,NEU-BREISACH,Neuf-Brisach,NEUF-BRISACH,Strasbourg,France,Haut-Rhin,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,123,NA,2990683,48.01783,7.52795
pl283,Neuchâtel,Neuchâtel,Neuchâtel,Neuchâtel,Prussia: Neuchâtel,Neuchâtel,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,1,0,"Place identity and details confirmed in the Dictionnaire historique de la Suisse. For mapping and data analysis reasons, Neuchâtel sovereign territory is 'Neuchâtel' and not 'Prussia'.",2659496,46.99179,6.931
pl284,NEUFCHATEAU,NULL,NEUFCHATEAU,Nancy,France,Vosges,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,178,Confirmation: named as sub-delegation of Nancy in 1737.,2990682,48.35,5.7
pl285,"NEUVEVILLE, La",NULL,"NEUVEVILLE, La",Basle Bishopric,Basle Bishopric,Berne,Switzerland,Helvetic,Swiss,1,1,0,0,0,0,0,0,0,15,Place identity and details confirmed in the Dictionnaire historique de la Suisse.,2660038,47.06592,7.09717
pl286,NEUWIED,NULL,NEUWIED,Weid-Neuwied,Weid-Neuwied,Rhineland-Palatinate,Germany,German,Rest of Europe,1,0,0,0,0,0,0,0,0,384,NA,2863840,50.4336,7.47057
pl287,NICE,NULL,NICE,Nice,Piedmont,Alpes-Maritimes,France,Italian,Rest of Europe,0,0,0,0,1,0,0,0,0,366,Annexed to France 31 January 1793. Higher education: the School of law lost its right to confer degrees in 1720 and was suppressed in 1793.The C18 sovereign territory 'Sardinia' was renamed 'Piedmont' to avoid confusion with the island of 'Sardinia' which did not receive any books.,2990440,43.70313,7.26608
pl288,NIDAU,NULL,NIDAU,Berne,Swiss confederation,Berne,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,28,Place identity and details confirmed in the Dictionnaire historique de la Suisse.,2659474,47.12545,7.24033
pl289,NIMES,Nismes,NIMES,Montpellier,France,Gard,France,French,Bourbon France,0,0,0,0,1,0,0,0,0,404,"Higher education: the University, founded in 1539, was suppressed in 1795.",2990363,43.83378,4.35962
pl491,NOIRAIGUE,NULL,NOIRAIGUE,Neuchâtel,Prussia: Neuchâtel,Neuchâtel,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,1,16,"Place identity and details confirmed in the Dictionnaire historique de la Suisse. For mapping and data analysis reasons, Neuchâtel sovereign territory is 'Neuchâtel' and not 'Prussia'.",2659442,46.95622,6.72462
pl290,NOIRMONT,Le Noirmont,NOIRMONT,Basle Bishopric,Basle Bishopric,Canton of Jura,Switzerland,Helvetic,Swiss,1,1,0,0,0,0,0,0,0,26,Place identity and details confirmed in the Dictionnaire historique de la Suisse.,2659955,47.22464,6.95784
pl291,NOYON,NULL,NOYON,Soissons,France,Oise,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,410,Confirmation: historical atlases.,2989877,49.58333,3
pl292,NUREMBERG,NULL,NUREMBERG,Nuremberg,Nuremberg,Bavaria,Germany,German,Rest of Europe,1,0,1,0,0,0,0,0,0,412,NA,2861650,49.45421,11.07752
pl293,NYON,NULL,NYON,Berne,Swiss confederation,Vaud,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,86,Place identity and details confirmed in the Dictionnaire historique de la Suisse.,2659422,46.38318,6.23955
pl294,NYONS,NULL,NYONS,Grenoble,France,Drôme,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,324,NA,2989819,44.36667,5.13333
pl295,OBER-SAXLEN,Obersaxen,OBERSAXEN,Grey League,Grison Leagues,Grisons,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,166,described as Obersaxlen in Unterwalden in correspondance.,2659354,46.75,9.1
pl296,OGNES,NULL,OGNES,Soissons,France,Aisne,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,402,NA,2989701,49.61244,3.1934
pl297,OLGINATE,NULL,OLGINATE,Milan,Austrian Italian territories,Lombardy,Italy,Italian,Rest of Europe,0,0,0,0,0,1,0,0,0,243,"For mapping reasons and data analysis, the C18 lower territories of Tuscany and Milan are treated as a single C18 sovereign territory of 'Austrian Italian territories' separate from the rest of the 'Austrian Empire'.  Confirmation: Geonames preferred reason for discrepancy unclear. Province details ok.",3172064,45.79126,9.41869
pl298,ORBE,NULL,ORBE,Berne,Swiss confederation,Vaud,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,42,Joint ruled by Berne and Fribourg (Dictionnaire Historique de la Suisse).,2659289,46.72504,6.53069
pl299,ORLÉANS,NULL,ORLÉANS,Orléans,France,Loiret,France,French,Bourbon France,0,0,0,0,1,0,0,0,0,392,Higher education: the University was created around 1235 and suppressed in 1793; there was also an autonomous college of medicine.,2989317,47.90289,1.90389
pl300,ORNANS,NULL,ORNANS,Besançon,France,Doubs,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,61,NA,2989252,47.10749,6.14306
pl301,ORVIN,NULL,ORVIN,Basle Bishopric,Basle Bishopric,Berne,Switzerland,Helvetic,Swiss,1,1,0,0,0,0,0,0,0,29,Place identity and details confirmed in the Dictionnaire historique de la Suisse.,2659277,47.16068,7.21368
pl302,OSTENDE,Ostend,OSTEND,Flanders,Austrian Netherlands,West Flanders,Belgium,Belgian,Rest of Europe,1,0,0,0,0,1,0,0,0,555,"For mapping reasons and data analysis, the C18 lower territories of Flanders, Hainaut, Brabant and Luxembourg are treated as a single C18 sovereign territory of 'Austrian Netherlands' separate from the rest of the 'Austrian Empire'.",2789786,51.21551,2.927
pl303,OUCHY,NULL,OUCHY,Berne,Swiss confederation,Vaud,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,58,Place identity and details confirmed in the Dictionnaire historique de la Suisse.,2659265,46.50666,6.62493
pl310,PÉRIGUEUX,NULL,PÉRIGUEUX,Bordeaux,France,Dordogne,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,520,NA,2987967,45.18333,0.71667
pl311,PÉRY,NULL,PÉRY,Basle Bishopric,Basle Bishopric,Berne,Switzerland,Helvetic,Swiss,1,1,0,0,0,0,0,0,0,33,Confirmation: is described as ' s/Bienne'; other details from the Dictionnaire historique de la Suisse.,2659228,47.19398,7.24913
pl304,PADOUE,Padua,PADUA,Venice,Venice,Veneto,Italy,Italian,Rest of Europe,0,0,0,0,1,0,0,0,0,420,Higher education: University founded 1222.,3171728,45.40797,11.88586
pn547,Pamiers,NULL,Pamiers,Perpignan,France,Ariège,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
pl305,PAMPELUNE,Pamplona,PAMPLONA,Navarre,Spain,Navarre,Spain,Iberian,Rest of Europe,0,0,0,0,0,0,0,0,0,820,Higher education: Convent-university (Dominican) created in 1619 but was suppressed in 1771. Is not included as a town with Higher education in this database.,3114472,42.81687,-1.64323
pl306,PARIS,NULL,PARIS,Paris,France,Ile-de France,France,French,Bourbon France,0,0,0,1,1,0,0,0,0,400,"Higher education: a University town since the early thirteenth century and home to several other tertiary institutions (colleges of surgery (founded 1698) and pharmacy (1777) and Schools of Civil Engineering (1775) and Mining (1783-90)). The University was suppressed in 1793, but in 1793-5 the revolutionaries established a National Natural History Museum; Medical School; Ecole normale; Ecole polytechnique; and School of Modern Oriental Languages.",2988507,48.85341,2.3488
pl307,PARME,Parma,PARMA,Parma,Austrian Italian territories,Emilia-Romagna,Italy,Italian,Rest of Europe,0,0,0,0,1,1,0,0,0,359,Higher education: Studium created in 1412 and re-established in 1512.,3171457,44.79935,10.32618
pl308,PAVIE,Pavia,PAVIA,Milan,Austrian Italian territories,Lombardy,Italy,Italian,Rest of Europe,0,0,0,0,1,1,0,0,0,264,"Higher education: University founded 1361. For mapping reasons and data analysis, the C18 lower territories of Tuscany and Milan are treated as a single C18 sovereign territory of 'Austrian Italian territories' separate from the rest of the 'Austrian Empire'.",3171366,45.19205,9.15917
pl309,PAYERNE,NULL,PAYERNE,Berne,Swiss confederation,Vaud,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,19,Place identity and details confirmed in the Dictionnaire historique de la Suisse.,2659243,46.82192,6.93817
pl480,PERONNE,NULL,PERONNE,Amiens,France,Somme,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,444,Confirmation: letters come via Pontarlier and correspondent also writes from Beauvais in Amiens generality.,2987928,49.93333,2.93333
pl312,PESEUX,NULL,PESEUX,Neuchâtel,Prussia: Neuchâtel,Neuchâtel,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,1,3,"Place identity and details confirmed in the Dictionnaire historique de la Suisse. For mapping and data analysis reasons, Neuchâtel sovereign territory is 'Neuchâtel' and not 'Prussia'.",2659227,46.98704,6.88903
pl313,PEST,Budapest,PEST,Hungary,Austrian Empire,Budapest,Hungary,Austro-Hungarian,Rest of Europe,0,0,0,0,1,1,0,0,0,918,"Higher education: A University was created in 1395, suppressed in 1400; re-established 1410-1460. The University of Nagyszombat (Trnava, Tyrnae) was transferred to Buda in 1777, then to Pest in 1784.",3054643,47.49801,19.03991
pl314,PIERREPONT,Pierrepont-sur-l'Arentèle,PIERREPONT,Nancy,France,Meurthe-et-Moselle,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,143,Confirmation: correspondent writes from several places in region of Pierrepont-sur-l'Arentèle.,2987233,48.26341,6.64826
pl476,PISE,Pisa,PISA,Tuscany,Austrian Italian territories,Tuscany,Italy,Italian,Rest of Europe,0,0,0,0,1,1,0,0,0,454,"Higher education: University founded 1343. For mapping reasons and data analysis, the C18 lower territories of Tuscany and Milan are treated as a single C18 sovereign territory of 'Austrian Italian territories' separate from the rest of the 'Austrian Empire'.",3170647,43.70853,10.4036
pl464,PLAISANCE,Piacenza,PIACENZA,Milan,Austrian Italian territories,Emilia-Romagna,Italy,Italian,Rest of Europe,0,0,0,0,0,1,0,0,0,304,"Confirmed this is Piacenza Italy not Plaisance in Switzerland. Correspondent mentions passing through Plaisance on route to Parma. All correspondence relates to Italy. For mapping reasons and data analysis, the C18 lower territories of Tuscany and Milan are treated as a single C18 sovereign territory of 'Austrian Italian territories' separate from the rest of the 'Austrian Empire'.expected. SB and VH agreed on this to separate the territories dominated by Austria.",3171058,45.05242,9.69342
pl315,PLANCEMONT,NULL,PLANCEMONT,Neuchâtel,Prussia: Neuchâtel,Neuchâtel,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,1,24,"Confirmation: Google Earth. For mapping and data analysis reasons, Neuchâtel sovereign territory is 'Neuchâtel' and not 'Prussia'.",NA,NA,NA
pl316,"PLANCHETTES, Les",NULL,"PLANCHETTES, Les",Neuchâtel,Prussia: Neuchâtel,Neuchâtel,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,1,18,"For mapping and data analysis reasons, Neuchâtel sovereign territory is 'Neuchâtel' and not 'Prussia'.",8533448,47.10616,6.77025
pl317,PLOMBIÈRES,Plombières-les-Bains,PLOMBIÈRES,Nancy,France,Vosges,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,114,"Confirmation: correspondents include Mme Audéart: see chapter by Elissa Bell in Darnton and Schlup, eds, La Société typographique de Neuchâtel.",2986715,47.96337,6.45758
pl318,POITIERS,NULL,POITIERS,Poitiers,France,Vienne,France,French,Bourbon France,0,0,0,0,1,0,0,0,0,505,Higher education: University was created in 1431 and suppressed in 1793.,2986495,46.58333,0.33333
pl319,POLIGNY,NULL,POLIGNY,Besançon,France,Jura,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,95,NA,2986467,46.83712,5.70505
pl320,POMY,NULL,POMY,Berne,Swiss confederation,Vaud,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,33,Place identity and details confirmed in the Dictionnaire historique de la Suisse.,8533313,46.75856,6.66908
pl490,PONT-A-MOUSSON,NULL,PONT-A-MOUSSON,Nancy,France,Meurthe-et-Moselle,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,223,Confirmation: named as sub-delegation of Nancy in 1737. Higher education: a former university town (1572-1768): the University transferred to Nancy in 1768.,2986306,48.90702,6.05635
pl321,PONTARLIER,NULL,PONTARLIER,Besançon,France,Doubs,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,45,NA,2986302,46.90347,6.35542
pl322,PONT-BEAUVOISIN,NULL,PONT-BEAUVOISIN,Grenoble,France,Isère,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,188,"Straddles a river marking modern départemental frontiers & in C18 France-Savoy frontier. Although the Savoy side is Pont de Beauvoisin & Isère side technically (to 1963) Le Pont de Beauvoisin, the fact correspondent has a French name suggests that French side is intended.",6615316,45.535,5.67111
pl468,PONT-DE-THIELLE,NULL,PONT-de-THIELLE,Neuchâtel,Prussia: Neuchâtel,Berne,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,1,10,"Built to protect Neuchâtel side of bridge; building of canal in 1894 took it to Berne side and it was incorporated into the canton of Berne (Dictionnaire Historique de la Suisse). For mapping and data analysis reasons, Neuchâtel sovereign territory is 'Neuchâtel' and not 'Prussia'. Built to protect Neuchâtel side of bridge; building of canal in 1894 took it to Berne side and it was incorporated into the canton of Berne (Dictionnaire Historique de la Suisse). For mapping and data analysis reasons, Neuchâtel sovereign territory is 'Neuchâtel' and not 'Prussia'. Commune of Gals, on the Bernese side of the bridge is used as proxy for the Pont de Thielle.",2660673,47.028333333333336,7.051666666666667
pl323,PONTENET,NULL,PONTENET,Basle Bishopric,Basle Bishopric,Berne,Switzerland,Helvetic,Swiss,1,1,0,0,0,0,0,0,0,37,Confirmation: is described as 'près Bienne'; other details Dictionnaire historique de la Suisse.,8533475,47.24148,7.25136
pl324,PONTLEVOY,NULL,PONTLEVOY,Orléans,France,Loir-et-Cher,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,432,Confirmation: just inside election de Blois on Orleans / Tours border. Confirmed on maps.,2986149,47.39002,1.25465
pl325,"PONTS, Les",Les Ponts de Martel,"PONTS, Les",Neuchâtel,Prussia: Neuchâtel,Neuchâtel,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,1,15,"Confirmation: several letters explicitly state 'Les Ponts de Martel.' For mapping and data analysis reasons, Neuchâtel sovereign territory is 'Neuchâtel' and not 'Prussia'.",2659917,46.99735,6.73059
pl326,PORRENTRUY,NULL,PORRENTRUY,Basle Bishopric,Basle Bishopric,Canton of Jura,Switzerland,Helvetic,Swiss,1,1,0,0,0,0,0,0,0,48,Place identity and details confirmed in the Dictionnaire historique de la Suisse. Annexed by France in 1793.,2659171,47.41728,7.07573
pl505,PORTALBAN,NULL,PORTALBAN,Fribourg,Swiss confederation,Fribourg,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,8,Place identity and details confirmed in the Dictionnaire historique de la Suisse.,2659169,46.91889,6.95627
pl473,POTSDAM,NULL,POTSDAM,Brandenburg,Prussia,Brandenburg,Germany,German,Rest of Europe,1,0,0,0,0,0,0,0,1,746,NA,2852458,52.39886,13.06566
pl328,PRÉAUX en BUGEY,Préau,PRÉAUX-en-BUGEY,Burgundy,France,Ain,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,153,"Identified as Préau in Bugey area of Ain.  Confirmation: Wrong Preau. Our Preau is a small hamlet in the SW of the commune of Cerdon, Ain, part of which also lies in neighbouring Merignat. Both Cerdon and Merignat are in Geonames: Merignat is preferred as the closest locationally. Preau is visible through googlemaps.",2994388,47.95119,2.68964
pl327,PRAGUE,NULL,PRAGUE,Bohemia,Austrian Empire,Prague,Czech Republic,Austro-Hungarian,Rest of Europe,1,0,0,0,1,1,0,0,0,651,Higher education: The Utraquist university (Carolinum)  was created in 1347.,NA,NA,NA
pl329,PRESBOURG,Bratislava,BRATISLAVA,Hungary,Austrian Empire,Bratislava,Slovakia,Austro-Hungarian,Rest of Europe,0,0,0,0,1,1,0,0,0,776,Higher education: A University was created in 1465 but disappeared by around 1492. Faculties of philosophy and law were transferred from Trnava in 1784.,3060972,48.14816,17.10674
pl330,PROVENCE,NULL,PROVENCE,Berne,Swiss confederation,Vaud,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,19,Joint ruled by Berne and Fribourg (Dictionnaire Historique de la Suisse).,NA,NA,NA
pm531,Quimper,Null,Quimper,Rennes,France,Finistère,France,French,Bourbon France,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA
pl331,RAPPERSWIL,NULL,RAPPERSWIL,St Gallen,St Gallen,St Gallen,Switzerland,Helvetic,Swiss,0,1,0,0,0,0,0,0,0,146,NA,2659099,47.22557,8.82228
pl332,RASTADT,Radstadt,RADSTADT,Salzburg,Salzburg,Salzburg,Austria,Austro-Hungarian,Rest of Europe,1,1,0,0,0,0,0,0,0,496,NA,2768098,47.38333,13.45
pl454,RATISBONNE,"Ratisbon, Regensberg",REGENSBERG,Ratisbon,Ratisbon,Bavaria,Germany,German,Rest of Europe,1,0,1,0,0,0,0,0,0,447,NA,2849483,49.01513,12.10161
pl333,RAVENNE,Ravenna,RAVENNA,Papal states,Papal Territories: Italy,Emilia-Romagna,Italy,Italian,Rest of Europe,0,1,0,0,0,0,0,1,0,500,NA,3169561,44.41344,12.20121
pl334,REGGIO,NULL,REGGIO,Reggio,Modena,Emilia-Romagna,Italy,Italian,Rest of Europe,0,0,0,0,0,0,0,0,0,384,NA,3169522,44.69825,10.63125
pl335,REIMS,Rheims,RHEIMS,Châlons,France,Marne,France,French,Bourbon France,0,0,0,0,1,0,0,0,0,332,Higher education: the University was founded in 1548 and suppressed in 1793.,2984114,49.25,4.03333
pl336,REMAUFFENS,Remaufens,REMAUFENS,Fribourg,Swiss confederation,Fribourg,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,52,Confirmation: identified as being in Fribourg.,8533374,46.52872,6.88262
pl507,REMIREMONT,NULL,REMIREMONT,Nancy,France,Vosges,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,117,NA,2984050,48.01754,6.5882
pl337,RENAN,NULL,RENAN,Basle Bishopric,Basle Bishopric,Berne,Switzerland,Helvetic,Swiss,1,1,0,0,0,0,0,0,0,14,NA,2659071,47.12686,6.92825
pl339,RENAN (Montagne du Droit),NULL,RENAN (Montagne du Droit),Basle Bishopric,Basle Bishopric,Berne,Switzerland,Helvetic,Swiss,1,1,0,0,0,0,0,0,0,17,"Confirmation: described in source as Renan (Montagne du Droit. Montagne du Droit is between Renan and Sonvilliers. Confirmation: described in source as Renan (Montagne du Droit). Montagne du Droit is between Renan and Sonvilliers. As Geonames only has mountain named 'Montagne du Droit', Renan is used for geonames proxy.",2659071,47.126666666666665,6.928055555555556
pl338,RENAN (Rangée des Robert),NULL,RENAN (Rangée des Robert),Basle Bishopric,Basle Bishopric,Berne,Switzerland,Helvetic,Swiss,1,1,0,0,0,0,0,0,0,16,"Confirmation: described in source as Renan, (Rangée des Robert). Confirmation: described in source as Renan, (Rangée des Robert). 'House(s)' described as Rangée des Robert exist in Geonames and have been use for coordinates.",11548256,47.128055555555555,6.899444444444445
pl340,RENNES,NULL,RENNES,Rennes,France,Ille-et-Vilaine,France,French,Bourbon France,0,0,0,1,1,0,0,0,0,660,"Higher education: the Faculty of Law, transferred from Nantes in 1735 was suppressed in 1793.",2983990,48.11198,-1.67429
pn548,Rethel,NULL,Rethel,Châlons,France,Ardennes,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
pl341,REUSE,Reus,REUS,Catalonia,Spain,Catalonia,Spain,Iberian,Rest of Europe,0,0,0,0,0,0,0,0,0,798,NA,3111933,41.15612,1.10687
pl342,REVEL,NULL,REVEL,Toulouse,France,Haute-Garonne,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,550,NA,2983833,43.45812,2.00469
pl470,RIGA,NULL,RIGA,Livonia,Russia,Courland,Latvia,East European,Rest of Europe,0,0,0,0,0,0,0,0,0,1613,NA,456172,56.946,24.10589
pn549,Riom,NA,Riom,Riom,France,Puy-de-Dôme,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
pl343,ROANNE,NULL,ROANNE,Lyon,France,Loire,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,243,NA,2983362,46.03333,4.06667
pl344,ROCHEFORT,NULL,ROCHEFORT,La Rochelle,France,Charente-Maritime,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,617,Confirmation: place identity proved via STN traveller's notebooks.,2983276,45.93333,-0.98333
pl345,"ROCHELLE, La",NULL,"ROCHELLE, La",La Rochelle,France,Charente-Maritime,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,626,NA,3006787,46.16667,-1.15
pl346,ROLLE,NULL,ROLLE,Berne,Swiss confederation,Vaud,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,75,NA,2658989,46.4582,6.33499
pl347,ROMAINMOTIERS,Romainmotier,ROMAINMOTIER,Berne,Swiss confederation,Vaud,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,47,Joint ruled by Berne and Fribourg (Dictionnaire Historique de la Suisse).,2658988,46.69393,6.46086
pl348,ROME,NULL,ROME,Papal States,Papal Territories: Italy,Lazio,Italy,Italian,Rest of Europe,0,1,0,0,1,0,0,1,0,718,Higher education: 1) Studium Urbis (also called Sapienza) created in 1303. 2) Gregoriana created in 1556 became a university (Jesuit) in 1556 and was run from 1773 by secular clergy as Pontificia Universitas Lateranense). 3) San Tommaso (Angelicum) created in 1727. Faculty of theology (Dominican) 1580 acquired university status 1727.,3169070,41.89193,12.51133
pl349,ROTTERDAM,NULL,ROTTERDAM,Holland,United Provinces,South Holland,Netherlands,Dutch,Rest of Europe,0,0,0,0,0,0,0,0,0,582,Confirmation: checked. Geonames seems better match for central Rotterdam.,2747891,51.9225,4.47917
pl350,ROUEN,NULL,ROUEN,Rouen,France,Seine-Maritime,France,French,Bourbon France,0,0,0,1,0,0,0,0,0,512,NA,2982652,49.44313,1.09932
pl351,"ROUSSES, Les",NULL,"ROUSSES, Les",Besançon,France,Jura,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,87,NA,2999706,46.48412,6.0633
pl352,RUELLE,Ruelle-sur-Touvre,RUELLE,Limoges,France,Charente,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,536,"Confirmation: is French not Swiss Ruelle because letters come from Pontarlier, deal with French state affairs and are addressed to â€˜La Société Typographique Ã  Neuchâtel en Suisseâ€™.",2982231,45.68333,0.23333
pl353,RUYRES-les-PRÉS,Rueyres-les-Prés,RUEYRES-les-PRÉS,Fribourg,Swiss confederation,Fribourg,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,15,NA,8533356,46.85865,6.91208
pl089,SÈTE,CETTE,SÈTE,Montpellier,France,Hérault,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,472,NA,2974733,43.4028,3.69278
pl393,"SÔNE, La",NULL,"SÔNE, La",Grenoble,France,Isère,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,245,NA,3006399,45.11487,5.27979
pl449,SÄRZEN,Sarzens,SARZENS,Berne,Swiss confederation,Vaud,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,35,Place identity and details confirmed in the Dictionnaire historique de la Suisse.,8533386,46.68134,6.84738
pl354,SAARBRUCK,Saarbrücken,SAARBRÜCKEN,Nassau-Saarbrucken,Nassau-Saarbrucken,Saarland,Germany,German,Rest of Europe,1,0,0,0,0,0,0,0,0,250,NA,2842647,49.23262,7.00982
pl355,"SAGNE, La",NULL,"SAGNE, La",Neuchâtel,Prussia: Neuchâtel,Neuchâtel,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,1,11,"Place identity and details confirmed in the Dictionnaire historique de la Suisse. For mapping and data analysis reasons, Neuchâtel sovereign territory is 'Neuchâtel' and not 'Prussia'.",2660013,47.04591,6.80946
pl356,SAINT-AUBIN,NULL,SAINT-AUBIN,Neuchâtel,Prussia: Neuchâtel,Neuchâtel,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,1,16,"Confirmation: letters arrive same day, so very local. Could also be St-Aubin FR, across lake; NE Saint-Aubin only merged with Sauges in C19. Dictionnaire Historique de la Suisse. For mapping and data analysis reasons, Neuchâtel sovereign territory is 'Neuchâtel' and not 'Prussia'.  Confirmation: Wrong St Aubin (probably). Saint-Aubin-Sauges Neuchatel was judged more likely for FBTEE-1 though doubt remains. Sauges only merged with St Aubin in C19.",2658880,46.89004,6.98048
pl357,SAINT-AUBIN de CRETOT,NULL,SAINT-AUBIN de CRETOT,Rouen,France,Seine-Maritime,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,549,Confirmation: Geonames is correct.,2981584,49.56809,0.63709
pl358,SAINT-BLAISE,NULL,SAINT-BLAISE,Neuchâtel,Prussia: Neuchâtel,Neuchâtel,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,1,5,"Place identity and details confirmed in the Dictionnaire historique de la Suisse. For mapping and data analysis reasons, Neuchâtel sovereign territory is 'Neuchâtel' and not 'Prussia'.",2658878,47.01511,6.98832
pm532,Saint-Brieuc,St Brieuc,Saint-Brieuc,Rennes,France,Côtes-d'Armor,France,French,Bourbon France,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA
pl359,SAINT-CLAUDE,NULL,SAINT-CLAUDE,Besançon,France,Jura,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,105,Confirmation: letters discuss booksellers in Pontarlier â€“ thus local to Besancon.,2981077,46.38679,5.86473
