,name,alternative_names,town,C18_lower_territory,C18_sovereign_territory,C21_admin,C21_country,geographic_zone,BSR,HRE,EL,IFC,P,HE,HT,WT,PT,PrT,distance_from_neuchatel,latitude,longitude,notes
pl285,"NEUVEVILLE, La",NULL,"NEUVEVILLE, La",Basle Bishopric,Basle Bishopric,Berne,Switzerland,Helvetic,Swiss,1,1,0,0,0,0,0,0,0,15,47.06418611,7.09215,Place identity and details confirmed in the Dictionnaire historique de la Suisse.
pl286,NEUWIED,NULL,NEUWIED,Weid-Neuwied,Weid-Neuwied,Rhineland-Palatinate,Germany,German,Rest of Europe,1,0,0,0,0,0,0,0,0,384,50.42667222,7.4619,NULL
pl287,NICE,NULL,NICE,Nice,Piedmont,Alpes-Maritimes,France,Italian,Rest of Europe,0,0,0,0,1,0,0,0,0,366,43.70340556,7.26620278,Annexed to France 31 January 1793. Higher education: the School of law lost its right to confer degrees in 1720 and was suppressed in 1793.The C18 sovereign territory 'Sardinia' was renamed 'Piedmont' to avoid confusion with the island of 'Sardinia' which did not receive any books.
pl288,NIDAU,NULL,NIDAU,Berne,Swiss confederation,Berne,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,28,47.12718611,7.24033333,Place identity and details confirmed in the Dictionnaire historique de la Suisse.
pl289,NIMES,Nismes,NIMES,Montpellier,France,Gard,France,French,Bourbon France,0,0,0,0,1,0,0,0,0,404,43.83458889,4.36086389,"Higher education: the University, founded in 1539, was suppressed in 1795."
pl491,NOIRAIGUE,NULL,NOIRAIGUE,Neuchâtel,Prussia: Neuchâtel,Neuchâtel,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,1,16,46.95628333,6.724675,"Place identity and details confirmed in the Dictionnaire historique de la Suisse. For mapping and data analysis reasons, Neuchâtel sovereign territory is 'Neuchâtel' and not 'Prussia'."
pl290,NOIRMONT,Le Noirmont,NOIRMONT,Basle Bishopric,Basle Bishopric,Canton of Jura,Switzerland,Helvetic,Swiss,1,1,0,0,0,0,0,0,0,26,47.22405278,6.95633889,Place identity and details confirmed in the Dictionnaire historique de la Suisse.
pl291,NOYON,NULL,NOYON,Soissons,France,Oise,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,410,49.58239722,3.00324444,Confirmation: historical atlases.
pl292,NUREMBERG,NULL,NUREMBERG,Nuremberg,Nuremberg,Bavaria,Germany,German,Rest of Europe,1,0,1,0,0,0,0,0,0,412,49.45051944,11.08048056,NULL
pl293,NYON,NULL,NYON,Berne,Swiss confederation,Vaud,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,86,46.38083333,6.23839167,Place identity and details confirmed in the Dictionnaire historique de la Suisse.
pl294,NYONS,NULL,NYONS,Grenoble,France,Drôme,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,324,44.36043333,5.13997778,NULL
pl295,OBER-SAXLEN,Obersaxen,OBERSAXEN,Grey League,Grison Leagues,Grisons,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,166,46.73919167,9.082225,described as Obersaxlen in Unterwalden in correspondance.
pl296,OGNES,NULL,OGNES ,Soissons,France,Aisne,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,402,49.61269167,3.19396944,NULL
pl297,OLGINATE,NULL,OLGINATE ,Milan,Austrian Italian territories,Lombardy,Italy,Italian,Rest of Europe,0,0,0,0,0,1,0,0,0,243,45.0125,9.188125,"For mapping reasons and data analysis, the C18 lower territories of Tuscany and Milan are treated as a single C18 sovereign territory of 'Austrian Italian territories' separate from the rest of the 'Austrian Empire'."
pl298,ORBE,NULL,ORBE,Berne,Swiss confederation,Vaud,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,42,46.72486389,6.53103889,Joint ruled by Berne and Fribourg (Dictionnaire Historique de la Suisse).
pl299,ORLÉANS,NULL,ORLÉANS,Orléans,France,Loiret,France,French,Bourbon France,0,0,0,0,1,0,0,0,0,392,47.9025,1.909,Higher education: the University was created around 1235 and suppressed in 1793; there was also an autonomous college of medicine. 
pl300,ORNANS,NULL,ORNANS,Besançon,France,Doubs,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,61,47.105225,6.14472222,NULL
pl301,ORVIN,NULL,ORVIN,Basle Bishopric,Basle Bishopric,Berne,Switzerland,Helvetic,Swiss,1,1,0,0,0,0,0,0,0,29,47.15894722,7.21612222,Place identity and details confirmed in the Dictionnaire historique de la Suisse.
pl302,OSTENDE,Ostend,OSTEND,Flanders,Austrian Netherlands,West Flanders,Belgium,Belgian,Rest of Europe,1,0,0,0,0,1,0,0,0,555,51.22541111,2.91337222,"For mapping reasons and data analysis, the C18 lower territories of Flanders, Hainaut, Brabant and Luxembourg are treated as a single C18 sovereign territory of 'Austrian Netherlands' separate from the rest of the 'Austrian Empire'."
pl303,OUCHY,NULL,OUCHY,Berne,Swiss confederation,Vaud,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,58,46.50758056,6.62641944,Place identity and details confirmed in the Dictionnaire historique de la Suisse.
pl310,PÉRIGUEUX,NULL,PÉRIGUEUX,Bordeaux,France,Dordogne,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,520,45.18679722,0.72183611,NULL
pl311,PÉRY,NULL,PÉRY,Basle Bishopric,Basle Bishopric,Berne,Switzerland,Helvetic,Swiss,1,1,0,0,0,0,0,0,0,33,47.19456389,7.24829167,Confirmation: is described as ' s/Bienne'; other details from the Dictionnaire historique de la Suisse.
pl304,PADOUE,Padua,PADUA,Venice,Venice,Veneto,Italy,Italian,Rest of Europe,0,0,0,0,1,0,0,0,0,420,45.40956667,11.87658889,Higher education: University founded 1222.
pn547,Pamiers,NULL,Pamiers,Perpignan,France,Ariège,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,,43°07?03?N,1°36?42?E,
pl305,PAMPELUNE,Pamplona,PAMPLONA,Navarre,Spain,Navarre,Spain,Iberian,Rest of Europe,0,0,0,0,0,0,0,0,0,820,42.81798889,-1.64421389,Higher education: Convent-university (Dominican) created in 1619 but was suppressed in 1771. Is not included as a town with Higher education in this database.
pl306,PARIS,NULL,PARIS,Paris,France,Ile-de France,France,French,Bourbon France,0,0,0,1,1,0,0,0,0,400,48.85885278,2.34700556,"Higher education: a University town since the early thirteenth century and home to several other tertiary institutions (colleges of surgery (founded 1698) and pharmacy (1777) and Schools of Civil Engineering (1775) and Mining (1783-90)). The University was suppressed in 1793, but in 1793-5 the revolutionaries established a National Natural History Museum; Medical School; Ecole normale; Ecole polytechnique; and School of Modern Oriental Languages. "
pl307,PARME,Parma,PARMA,Parma,Austrian Italian territories,Emilia-Romagna,Italy,Italian,Rest of Europe,0,0,0,0,1,1,0,0,0,359,44.80444722,10.33251389,Higher education: Studium created in 1412 and re-established in 1512.
pl308,PAVIE,Pavia,PAVIA,Milan,Austrian Italian territories,Lombardy,Italy,Italian,Rest of Europe,0,0,0,0,1,1,0,0,0,264,45.18588056,9.15659444,"Higher education: University founded 1361. For mapping reasons and data analysis, the C18 lower territories of Tuscany and Milan are treated as a single C18 sovereign territory of 'Austrian Italian territories' separate from the rest of the 'Austrian Empire'."
pl309,PAYERNE,NULL,PAYERNE,Berne,Swiss confederation,Vaud,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,19,46.82104444,6.93625,Place identity and details confirmed in the Dictionnaire historique de la Suisse.
pl480,PERONNE,NULL,PERONNE,Amiens,France,Somme,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,444,49.92932222,2.93500556,Confirmation: letters come via Pontarlier and correspondent also writes from Beauvais in Amiens generality.
pl312,PESEUX,NULL,PESEUX,Neuchâtel,Prussia: Neuchâtel,Neuchâtel,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,1,3,46.98720556,6.88903056,"Place identity and details confirmed in the Dictionnaire historique de la Suisse. For mapping and data analysis reasons, Neuchâtel sovereign territory is 'Neuchâtel' and not 'Prussia'."
pl313,PEST,Budapest,PEST,Hungary,Austrian Empire,Budapest,Hungary,Austro-Hungarian,Rest of Europe,0,0,0,0,1,1,0,0,0,918,47.49840278,19.04075833,"Higher education: A University was created in 1395, suppressed in 1400; re-established 1410-1460. The University of Nagyszombat (Trnava, Tyrnae) was transferred to Buda in 1777, then to Pest in 1784."
pl314,PIERREPONT,Pierrepont-sur-l'Arentèle,PIERREPONT,Nancy,France,Meurthe-et-Moselle,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,143,48.26453333,6.64874722,Confirmation: correspondent writes from several places in region of Pierrepont-sur-l'Arentèle.
pl476,PISE,Pisa,PISA,Tuscany,Austrian Italian territories,Tuscany,Italy,Italian,Rest of Europe,0,0,0,0,1,1,0,0,0,454,43.71613611,10.39660278,"Higher education: University founded 1343. For mapping reasons and data analysis, the C18 lower territories of Tuscany and Milan are treated as a single C18 sovereign territory of 'Austrian Italian territories' separate from the rest of the 'Austrian Empire'."
pl464,PLAISANCE,Piacenza,PIACENZA,Milan,Austrian Italian territories,Emilia-Romagna,Italy,Italian,Rest of Europe,0,0,0,0,0,1,0,0,0,304,45.05239167,9.69874444,"Confirmed this is Piacenza Italy not Plaisance in Switzerland. Correspondent mentions passing through Plaisance on route to Parma. All correspondence relates to Italy. For mapping reasons and data analysis, the C18 lower territories of Tuscany and Milan are treated as a single C18 sovereign territory of 'Austrian Italian territories' separate from the rest of the 'Austrian Empire'.expected. SB and VH agreed on this to separate the territories dominated by Austria."
pl315,PLANCEMONT,NULL,PLANCEMONT ,Neuchâtel,Prussia: Neuchâtel,Neuchâtel,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,1,24,46.92885556,6.62088611,"Confirmation: Google Earth. For mapping and data analysis reasons, Neuchâtel sovereign territory is 'Neuchâtel' and not 'Prussia'."
pl316,"PLANCHETTES, Les",NULL,"PLANCHETTES, Les",Neuchâtel,Prussia: Neuchâtel,Neuchâtel,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,1,18,47.10628889,6.76988056,"For mapping and data analysis reasons, Neuchâtel sovereign territory is 'Neuchâtel' and not 'Prussia'."
pl317,PLOMBIÈRES,Plombières-les-Bains,PLOMBIÈRES,Nancy,France,Vosges,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,114,47.966275,6.46129167,"Confirmation: correspondents include Mme Audéart: see chapter by Elissa Bell in Darnton and Schlup, eds, La Société typographique de Neuchâtel."
pl318,POITIERS,NULL,POITIERS,Poitiers,France,Vienne,France,French,Bourbon France,0,0,0,0,1,0,0,0,0,505,46.58698611,0.34264722,Higher education: University was created in 1431 and suppressed in 1793. 
pl319,POLIGNY,NULL,POLIGNY,Besançon,France,Jura,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,95,46.83461389,5.70867222,NULL
pl320,POMY,NULL,POMY,Berne,Swiss confederation,Vaud,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,33,46.75745,6.66856944,Place identity and details confirmed in the Dictionnaire historique de la Suisse.
pl490,PONT-A-MOUSSON,NULL,PONT-A-MOUSSON,Nancy,France,Meurthe-et-Moselle,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,223,48.90581389,6.05978889,Confirmation: named as sub-delegation of Nancy in 1737. Higher education: a former university town (1572-1768): the University transferred to Nancy in 1768.
pl321,PONTARLIER,NULL,PONTARLIER,Besançon,France,Doubs,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,45,46.90209722,6.35908611,NULL
pl322,PONT-BEAUVOISIN,NULL,PONT-BEAUVOISIN,Grenoble,France,Isère,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,188,45.53635,5.67306389,"Straddles a river marking modern départemental frontiers & in C18 France-Savoy frontier. Although the Savoy side is Pont de Beauvoisin & Isère side technically (to 1963) Le Pont de Beauvoisin, the fact correspondent has a French name suggests that French side is intended."
pl468,PONT-DE-THIELLE,NULL,PONT-de-THIELLE,Neuchâtel,Prussia: Neuchâtel,Berne,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,1,10,47.01305556,7.05043056,"Built to protect Neuchâtel side of bridge; building of canal in 1894 took it to Berne side and it was incorporated into the canton of Berne (Dictionnaire Historique de la Suisse). For mapping and data analysis reasons, Neuchâtel sovereign territory is 'Neuchâtel' and not 'Prussia'."
pl323,PONTENET,NULL,PONTENET,Basle Bishopric,Basle Bishopric,Berne,Switzerland,Helvetic,Swiss,1,1,0,0,0,0,0,0,0,37,47.24154722,7.25472222,Confirmation: is described as 'près Bienne'; other details Dictionnaire historique de la Suisse.
pl324,PONTLEVOY,NULL,PONTLEVOY,Orléans,France,Loir-et-Cher,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,432,47.39089444,1.25658889,Confirmation: just inside election de Blois on Orleans / Tours border. Confirmed on maps.
pl325,"PONTS, Les",Les Ponts de Martel,"PONTS, Les",Neuchâtel,Prussia: Neuchâtel,Neuchâtel,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,1,15,46.99905278,6.73361667,"Confirmation: several letters explicitly state 'Les Ponts de Martel.' For mapping and data analysis reasons, Neuchâtel sovereign territory is 'Neuchâtel' and not 'Prussia'."
pl326,PORRENTRUY,NULL,PORRENTRUY,Basle Bishopric,Basle Bishopric,Canton of Jura,Switzerland,Helvetic,Swiss,1,1,0,0,0,0,0,0,0,48,47.41448889,7.07462778,Place identity and details confirmed in the Dictionnaire historique de la Suisse. Annexed by France in 1793.
pl505,PORTALBAN,NULL,PORTALBAN,Fribourg,Swiss confederation,Fribourg,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,8,46.91788889,6.95603889,Place identity and details confirmed in the Dictionnaire historique de la Suisse.
pl473,POTSDAM,NULL,POTSDAM,Brandenburg,Prussia,Brandenburg,Germany,German,Rest of Europe,1,0,0,0,0,0,0,0,1,746,52.39696389,13.0586,NULL
pl328,PRÉAUX en BUGEY,Préau,PRÉAUX-en-BUGEY,Burgundy,France,Ain,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,153,46.06519722,5.45415,Identified as Préau in Bugey area of Ain.
pl327,PRAGUE,NULL,PRAGUE,Bohemia,Austrian Empire,Prague,Czech Republic,Austro-Hungarian,Rest of Europe,1,0,0,0,1,1,0,0,0,651,50.0833333,14.41666,Higher education: The Utraquist university (Carolinum)  was created in 1347.
pl329,PRESBOURG,Bratislava,BRATISLAVA,Hungary,Austrian Empire,Bratislava,Slovakia,Austro-Hungarian,Rest of Europe,0,0,0,0,1,1,0,0,0,776,48.14837778,17.10731111,Higher education: A University was created in 1465 but disappeared by around 1492. Faculties of philosophy and law were transferred from Trnava in 1784.
pl330,PROVENCE,NULL,PROVENCE,Berne,Swiss confederation,Vaud,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,19,46.89218056,6.7294,Joint ruled by Berne and Fribourg (Dictionnaire Historique de la Suisse).
pm531,Quimper,Null,Quimper,Rennes,France,Finistère,France,French,Bourbon France,0,0,0,0,,0,0,0,0,,47° 59? 48.12? N,4° 5? 47.04? W,
pl331,RAPPERSWIL,NULL,RAPPERSWIL,St Gallen,St Gallen,St Gallen,Switzerland,Helvetic,Swiss,0,1,0,0,0,0,0,0,0,146,47.22660556,8.81844167,NULL
pl332,RASTADT,Radstadt,RADSTADT,Salzburg,Salzburg,Salzburg,Austria,Austro-Hungarian,Rest of Europe,1,1,0,0,0,0,0,0,0,496,47.38474167,13.4627,NULL
pl454,RATISBONNE,"Ratisbon, Regensberg",REGENSBERG,Ratisbon,Ratisbon,Bavaria,Germany,German,Rest of Europe,1,0,1,0,0,0,0,0,0,447,49.01649167,12.10090278,NULL
pl333,RAVENNE,Ravenna,RAVENNA,Papal states,Papal Territories: Italy,Emilia-Romagna,Italy,Italian,Rest of Europe,0,1,0,0,0,0,0,1,0,500,44.41572778,12.19658056,NULL
pl334,REGGIO,NULL,REGGIO,Reggio,Modena,Emilia-Romagna,Italy,Italian,Rest of Europe,0,0,0,0,0,0,0,0,0,384,44.6981,10.63078333,NULL
pl335,REIMS,Rheims,RHEIMS,Châlons,France,Marne,France,French,Bourbon France,0,0,0,0,1,0,0,0,0,332,49.25660278,4.03308889,Higher education: the University was founded in 1548 and suppressed in 1793. 
pl336,REMAUFFENS,Remaufens,REMAUFENS,Fribourg,Swiss confederation,Fribourg,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,52,46.52760833,6.87889167,Confirmation: identified as being in Fribourg.
pl507,REMIREMONT,NULL,REMIREMONT,Nancy,France,Vosges,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,117,48.01650556,6.58988056,NULL
pl337,RENAN,NULL,RENAN,Basle Bishopric,Basle Bishopric,Berne,Switzerland,Helvetic,Swiss,1,1,0,0,0,0,0,0,0,14,47.1288,6.93265833,NULL
pl339,RENAN (Montagne du Droit),NULL,RENAN (Montagne du Droit),Basle Bishopric,Basle Bishopric,Berne,Switzerland,Helvetic,Swiss,1,1,0,0,0,0,0,0,0,17,47.13789167,6.96143611,Confirmation: described in source as Renan (Montagne du Droit. Montagne du Droit is between Renan and Sonvilliers.
pl338,RENAN (Rangée des Robert),NULL,RENAN (Rangée des Robert),Basle Bishopric,Basle Bishopric,Berne,Switzerland,Helvetic,Swiss,1,1,0,0,0,0,0,0,0,16,47.12912222,6.90062222,"Confirmation: described in source as Renan, (Rangée des Robert). "
pl340,RENNES,NULL,RENNES,Rennes,France,Ille-et-Vilaine,France,French,Bourbon France,0,0,0,1,1,0,0,0,0,660,48.11176111,-1.68026389,"Higher education: the Faculty of Law, transferred from Nantes in 1735 was suppressed in 1793. "
pn548,Rethel,NULL,Rethel,Châlons,France,Ardennes,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,,49°30?38?N ,4°22?00?E,
pl341,REUSE,Reus,REUS,Catalonia,Spain,Catalonia,Spain,Iberian,Rest of Europe,0,0,0,0,0,0,0,0,0,798,41.15481667,1.108675,NULL
pl342,REVEL,NULL,REVEL,Toulouse,France,Haute-Garonne,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,550,43.45796389,2.00694722,NULL
pl470,RIGA,NULL,RIGA,Livonia,Russia,Courland,Latvia,East European,Rest of Europe,0,0,0,0,0,0,0,0,0,1613,56.94653889,24.10485,NULL
pn549,Riom,,Riom,Riom,France,Puy-de-Dôme,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,,45°53?40?N ,3°06?48?E,
pl343,ROANNE,NULL,ROANNE,Lyon,France,Loire,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,243,46.03918333,4.07186667,NULL
pl344,ROCHEFORT,NULL,ROCHEFORT,La Rochelle,France,Charente-Maritime,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,617,45.94503333,-0.97567222,Confirmation: place identity proved via STN traveller's notebooks.
pl345,"ROCHELLE, La",NULL,"ROCHELLE, La",La Rochelle,France,Charente-Maritime,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,626,46.1581,-1.15363889,NULL
pl346,ROLLE,NULL,ROLLE,Berne,Swiss confederation,Vaud,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,75,46.456425,6.3366,NULL
pl347,ROMAINMOTIERS,Romainmotier,ROMAINMOTIER,Berne,Swiss confederation,Vaud,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,47,46.71327778,6.46219444,Joint ruled by Berne and Fribourg (Dictionnaire Historique de la Suisse).
pl348,ROME,NULL,ROME,Papal States,Papal Territories: Italy,Lazio,Italy,Italian,Rest of Europe,0,1,0,0,1,0,0,1,0,718,41.89546389,12.482325,Higher education: 1) Studium Urbis (also called Sapienza) created in 1303. 2) Gregoriana created in 1556 became a university (Jesuit) in 1556 and was run from 1773 by secular clergy as Pontificia Universitas Lateranense). 3) San Tommaso (Angelicum) created in 1727. Faculty of theology (Dominican) 1580 acquired university status 1727.
pl349,ROTTERDAM,NULL,ROTTERDAM,Holland,United Provinces,South Holland,Netherlands,Dutch,Rest of Europe,0,0,0,0,0,0,0,0,0,582,51.92445833,4.27160833,NULL
pl350,ROUEN,NULL,ROUEN,Rouen,France,Seine-Maritime,France,French,Bourbon France,0,0,0,1,0,0,0,0,0,512,49.44236667,1.09849167,NULL
pl351,"ROUSSES, Les",NULL,"ROUSSES, Les",Besançon,France,Jura,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,87,46.48541944,6.06016667,NULL
pl352,RUELLE,Ruelle-sur-Touvre,RUELLE,Limoges,France,Charente,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,536,45.67728611,0.23191111,"Confirmation: is French not Swiss Ruelle because letters come from Pontarlier, deal with French state affairs and are addressed to â€˜La Société Typographique Ã  Neuchâtel en Suisseâ€™."
pl353,RUYRES-les-PRÉS,Rueyres-les-Prés,RUEYRES-les-PRÉS,Fribourg,Swiss confederation,Fribourg,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,15,46.85954167,6.916625,NULL
pl089,SÈTE,CETTE,SÈTE,Montpellier,France,Hérault,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,472,43.40170278,3.69660556,NULL
pl393,"SÔNE, La",NULL,"SÔNE, La ",Grenoble,France,Isère,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,245,45.11120278,5.27590833,NULL
pl449,SÄRZEN,Sarzens,SARZENS,Berne,Swiss confederation,Vaud,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,35,46.68164722,6.84942778,Place identity and details confirmed in the Dictionnaire historique de la Suisse.
pl354,SAARBRUCK,Saarbrücken,SAARBRÜCKEN,Nassau-Saarbrucken,Nassau-Saarbrucken,Saarland,Germany,German,Rest of Europe,1,0,0,0,0,0,0,0,0,250,49.23486111,6.99441389,NULL
pl355,"SAGNE, La",NULL,"SAGNE, La",Neuchâtel,Prussia: Neuchâtel,Neuchâtel,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,1,11,47.04597222,6.80968889,"Place identity and details confirmed in the Dictionnaire historique de la Suisse. For mapping and data analysis reasons, Neuchâtel sovereign territory is 'Neuchâtel' and not 'Prussia'."
pl356,SAINT-AUBIN,NULL,SAINT-AUBIN,Neuchâtel,Prussia: Neuchâtel,Neuchâtel,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,1,16,46.89425278,6.77261111,"Confirmation: letters arrive same day, so very local. Could also be St-Aubin FR, across lake; NE Saint-Aubin only merged with Sauges in C19. Dictionnaire Historique de la Suisse. For mapping and data analysis reasons, Neuchâtel sovereign territory is 'Neuchâtel' and not 'Prussia'."
pl357,SAINT-AUBIN de CRETOT,NULL,SAINT-AUBIN de CRETOT,Rouen,France,Seine-Maritime,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,549,49.46214722,0.52628611,NULL
pl358,SAINT-BLAISE ,NULL,SAINT-BLAISE ,Neuchâtel,Prussia: Neuchâtel,Neuchâtel,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,1,5,47.01263611,6.98664167,"Place identity and details confirmed in the Dictionnaire historique de la Suisse. For mapping and data analysis reasons, Neuchâtel sovereign territory is 'Neuchâtel' and not 'Prussia'."
pm532,Saint-Brieuc,St Brieuc,Saint-Brieuc,Rennes,France,Côtes-d'Armor,France,French,Bourbon France,0,0,0,0,,0,0,0,0,,48° 30? 48.96? N,2° 45? 55.08? W,
pl359,SAINT-CLAUDE,NULL,SAINT-CLAUDE,Besançon,France,Jura,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,105,46.39071667,5.86426944,Confirmation: letters discuss booksellers in Pontarlier â€“ thus local to Besancon.
pl516,SAINT-DENIS,NULL,SAINT-DENIS,Paris,France,Ile-de France,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,403,48.93606389,2.36488333,"Confirmation: most likely Saint-Denis, Paris, as on route for a book order to Paris via Besancon and Saint-Denis. Possibly Saint-Denis was a holding depot? No further evidence is available."
pl518,SAINT-DIÉ,Saint-Dié-des-Vosges,SAINT-DIE,Nancy,France,Vosges,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,143,48.28152222,6.95174722,Confirmation: named as sub-delegation of Nancy in 1737.
pl360,SAINT-DIZIER,NULL,SAINT-DIZIER,Châlons,France,Haute-Marne,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,236,48.63728611,4.9497,Confirmation: is part of généralité of Châlons on 1752 map of Lorraine by Gilles Robert de Vaugondy in Gallica.
pl361,SAINTE-CROIX,NULL,SAINTE-CROIX,Berne,Swiss confederation,Vaud,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,37,46.822375,6.50376667,Joint ruled by Berne and Fribourg (Dictionnaire Historique de la Suisse).
pl372,SAINTES,Xainthes,SAINTES,La Rochelle,France,Charente-Maritime,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,598,45.746389,-0.63710833,NULL
pl362,SAINT-GALL,"St Gallen, Saint Gallen",SAINT GALLEN,Occupied territories,Swiss confederation,St Gallen,Switzerland,Helvetic,Swiss,0,1,0,0,0,0,0,0,0,192,47.42648333,9.37605278,City under ownership of Swiss Confederation.
pl363,SAINT-GEORGE,NULL,SAINT-GEORGE,Berne,Swiss confederation,Vaud,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,74,46.51379722,6.26018611,Place identity and details confirmed in the Dictionnaire historique de la Suisse.
pl364,SAINT-JEAN,NULL,SAINT-JEAN,Neuchâtel,Prussia: Neuchâtel,Neuchâtel,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,1,14,47.08382778,6.79774167,"Mapping coordinates are taken from reformed Church serving Canton de Neuchâtel Groupement de l'Ouest (Abeille - Les Forges - Saint-Jean - Les Eplatures - La Sagne). Exact location of Saint-Jean uncertain, but Church approximatively equidistant between Les Eplatures and La Sagne. For mapping and data analysis reasons, Neuchâtel sovereign territory is 'Neuchâtel' and not 'Prussia'."
pl488,SAINT-JUNIEN,NULL,SAINT-JUNIEN,Limoges,France,Haute-Vienne,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,479,45.88769722,0.89903889,NULL
pl365,SAINT-MAIXANT,Saint-Maixent l'Ecole,SAINT-MAIXENT-L'ECOLE,Poitiers,France,Deux-Sèvres,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,549,46.41051111,-0.20505,"identification after Thierry Rigogne, Between State and Market; he notes presence here of booksellers in Almanac; our correspondents include Brunet, libraire."
pl366,SAINT-MALO,NULL,SAINT-MALO,Rennes,France,Ille-et-Vilaine,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,695,48.64817778,-2.02608889,NULL
pl367,SAINT-MAURICE,NULL,SAINT-MAURICE,Berne,Swiss confederation,Vaud,Switzerland,Helvetic,Swiss,0,0,0,0,0,0,0,0,0,27,46.83448333,6.65701111,"Confirmation: director of posts arrive in 1 day. No further info. Local. Therefore Vaud NOT Saint-Maurice, Valais."
pn550,Saint-Mihiel,NULL,Saint-Mihiel,Nancy,France,Meuse,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,,48°53?21?N ,5°32?37?E,
pn551,Saint-Omer,NULL,Saint-Omer,Lille,France,Pas-de-Calais,France,French,Bourbon France,0,0,0,0,0,0,0,0,0,,50°44?46?N,2°15?42?E,
pl368,SAINT-PETERSBOURG,Saint Petersburg,SAINT-PETERSBURG,Saint Petersburg,Russia,Leningrad Oblast,Russia,East European,Rest of Europe,0,0,0,0,1,0,0,0,0,2105,59.95188889,30.45332778,"Higher education: the University, founded as a lyceum within the Academy of Sciences in 1724, gained autonomy in 1747."
