stn_abbreviated_title,edition,number_of_volumes,author_name,copies_ordered,date,full_book_title,darnton_record_id,client_name,client_code,total_number_of_volumes
Théatre de Voltaire,NA,1,"Voltaire, François Marie Arouet",NA,1774-04-30,[Théatre de Voltaire],NA,NA,cl1468,2
Sermons de Bons,NA,1,"Bons, Francois Louis [de]",NA,1774-05-11,"Sermons sur les matiéres les plus importantes de la religion, contenues dans le chapitre VIII de l'épitre aux Romains",NA,NA,cl1266,4
miroir d'or,8,4,"Wieland, Christoph Martin",NA,1774-09-30,"Miroir (le) d'or, ou Les rois du Chéchian",NA,NA,cl0274,100
Burlamaqui,NA,1,"Burlamaqui, Jean-Jacques",NA,1774-10-18,Principes du droit naturel et politique,NA,NA,cl0353,2
Geographie historique,NA,2,"Ostervald, Frédéric-Samuel",NA,1774-12-05,"Cours abrégé de géographie historique, ancienne & moderne, et de sphère: par demandes & réponses. Quatrième édition, revue, corrigée et augmentée par l'auteur",NA,NA,cl1468,4
Lettres d'un théologien,8,1,"Condorcet, Jean-Antoine-Nicolas de Caritat [marquis de]",NA,1775-02-06,Lettre d'un théologien à l'auteur du dictionnaire des Trois siècles,NA,NA,cl1514,6
Epreuves du sentiment,8,4,"Arnaud, François-Thomas-Marie de Baculard [d']",NA,1775-02-27,Epreuves (les) du sentiment,NA,NA,cl0335,16
Naufrage de Viaud,8,1,"Viaud, Pierre",NA,1775-03-20,"Naufrage et aventures de M. Pierre Viaud, natif de Bordeaux, capitaine de navire",NA,NA,cl0353,2
Alphred le grand,8,1,"Haller, Albrecht [von]",NA,1775-05-04,"Alfred, Roi des Anglo-Saxons... Traduit de l’Allemand (par C. P.)",NA,NA,cl1266,1
Contes de la Fontaine,8,2,"La Fontaine, Jean de",NA,1775-05-06,Contes et nouvelles en vers de M. de la Fontaine,NA,NA,cl1514,12
Etat du portugal,12,1,"Dumouriez, Charles-François",NA,1775-05-16,"Etat présent du royaume de Portugal, en l'année 1766",NA,NA,cl1210,6
Voix du curé,8,1,"Voltaire, François Marie Arouet",NA,1775-05-22,Voix (la) du curé sur le procès des habitans du Mont Jura,NA,NA,cl1468,13
Memoires de Frederic de grand,8,2,"Adelung, Johann Christoph",NA,1775-05-31,Mémoires pour servir à l'histoire de Frédéric le Grand,NA,NA,cl1224,6
Réflexions de Holland,8,2,"Holland, Georg Jonathan [von]",NA,1775-06-01,Réflexions philosophiques sur le Système de la nature,NA,NA,cl0274,12
naufrage de Viaud,8,1,"Viaud, Pierre",NA,1775-07-08,"Naufrage et aventures de M. Pierre Viaud, natif de Bordeaux, capitaine de navire",NA,NA,cl0274,6
Oeuvres de Riccoboni,8,7,"Riccoboni, Marie-Jeanne Laboras de Mézières",NA,1775-08-10,Collection complète des oeuvres de Madame Riccoboni,NA,NA,cl1514,14
Instructions d'un père à ses enfans,8,1,"Trembley, Abraham",NA,1776-01-06,Instructions d'un père à ses enfans,NA,NA,cl1468,6
Legs d'un pere a ses fille,12,1,"Gregory, John",NA,1776-02-13,Legs d'un père à ses filles,NA,NA,cl1224,13
Legs d'un pere a ses fille,12,1,"Morellet, André",NA,1776-02-13,Legs d'un père à ses filles,NA,NA,cl1224,13
histoire des juifs,12,6,"Prideaux, Humphrey",NA,1776-04-09,Histoire des juifs et des peuples voisins depuis la décadence des royaumes d'Israël & de Juda jusqu'à la mort de Jesus-Christ,NA,NA,cl1514,6
Nouveau Testement,NA,1,[Bible],NA,1776-05-11,Nouveau (le) Testament,NA,NA,cl1834,24
Voyageur françois,12,1,"Domairon, Louis",NA,1776-06-18,"Voyageur (le) françois, ou La connoissance de l'ancien et du nouveau monde",NA,NA,cl0274,4
Voyageur françois,12,1,"Fontenai, L. A. Bonafous [abbé de]",NA,1776-06-18,"Voyageur (le) françois, ou La connoissance de l'ancien et du nouveau monde",NA,NA,cl0274,4
Voyageur françois,12,1,"La Porte, Joseph [de]",NA,1776-06-18,"Voyageur (le) françois, ou La connoissance de l'ancien et du nouveau monde",NA,NA,cl0274,4
Idyles de Berquin,8,1,"Berquin, Arnaud",NA,1776-07-06,"Idylles, par M. Berquin; auxquelles on a joint Pygmalion, scène lyrique de M. J.J. Rousseau; mise en vers par le même",NA,NA,cl0274,2
Recherches sur les americains,8,2,"Pauw, Cornelius [de]",NA,1776-08-22,"Recherches philosophiques sur les Américains, ou Mémoires intéressants [sic] pour servir à l'histoire de l'espece humaine par Mr. de P***",NA,NA,cl0335,12
cruautés réligieuses,8,1,"Holbach, Paul Henri Dietrich [d']",NA,1776-09-28,Cruauté (de la) religieuse,NA,NA,cl0288,12
Temple de Gnide,12,1,"Montesquieu, Charles Louis de Secondat",NA,1777-01-07,Temple (le) de Gnide,NA,NA,cl0274,6
Histoire du Duglas,8,1,"Aulnoy, Marie Catherine Le Jumel de Barneville d'",NA,1777-01-24,"Histoire d'Hypolite, comte de Duglas ",NA,NA,cl1203,2
Mémoires de Terray,12,2,"Coquereau, Jean-Baptiste-Louis",NA,1777-01-28,"Mémoires de l'abbé Terray, contrôleur-général, contenant sa vie, son administration, ses intrigues et sa chûte",NA,NA,cl2067,24
Théologie portative,8,1,"Holbach, Paul Henri Dietrich [d']",NA,1777-02-25,"Théologie portative, ou dictionnaire abrégé de la religion chrétienne",NA,NA,cl1203,4
Onanisme,12,1,"Tissot, Samuel Auguste André David",NA,1777-02-26,"Onanisme (l'), dissertation sur les maladies produites par la masturbation",NA,NA,cl1510,4
Brydone,8,2,"Brydone, Patrick",NA,1777-04-07,Voyage en Sicile et à Malthe,NA,NA,cl1514,6
Montalembert,12,2,"Montalembert, Marc-René [marquis de]",NA,1777-06-03,"Correspondance de M. le marquis de Montalemebert, étant employé par le roi de France à l'armée suédoise, avec M. le marquis d'Havrincourt, M. le maréchal de Richelieu, les ministres du roi à Versailles, pour servir à l'histoire de la dernière guerre",NA,NA,cl1203,12
Supplément aux questions,8,1,"Voltaire, François Marie Arouet",NA,1777-08-12,La raison par alphabet: ou suplément aux Questions sur l'Encyclopédie atribué à divers hommes célèbres,NA,NA,cl1266,12
Instructions au peuple,12,2,"Fermin, Philippe",NA,1777-09-16,"Instructions importantes au peuple sur les maladies chroniques: pour servir de suite à l'""Avis au peuple"" de M. Tissot, sur les maladies aiguës",NA,NA,cl1514,4
Voyage en amerique septentrional,8,1,"Burnaby, Andrew",NA,1778-10-13,"Voyages dans les colonies du milieu de l'Amérique Septentrionale, faits en 1759 & 1760: avec des observations sur l'état des colonies",NA,NA,cl1514,2
Fragmens sur les colonies,8,1,"Smith, Adam",NA,1778-11-25,Fragment sur les colonies en général et sur celles des Anglois en particulier. Traduit de l'anglois,NA,NA,cl0335,6
Fragmens sur les colonies,8,1,"Reverdil, Élie Salomon François",NA,1778-11-25,Fragment sur les colonies en général et sur celles des Anglois en particulier. Traduit de l'anglois,NA,NA,cl0335,6
Incas,12,2,"Marmontel, Jean-François",NA,1779-11-16,"Incas (les), ou la destruction de l'empire du Pérou  ",NA,NA,cl1514,12
Voyage de cook,4,6,"Cook, James",NA,1780-07-06,"Voyage au Pôle austral et autour du monde, fait sur les vaisseaux de roi l'Aventure & la Résolution en 1772, 1773, 1774 & 1775",NA,NA,cl1266,6
Voyage de cook,4,6,"Suard, Jean-Baptiste-Antoine",NA,1780-07-06,"Voyage au Pôle austral et autour du monde, fait sur les vaisseaux de roi l'Aventure & la Résolution en 1772, 1773, 1774 & 1775",NA,NA,cl1266,6
Géographie de Buching,8,12,"Bérenger, Jean-Pierre",NA,1781-04-12,"Géographie de Busching, abrégée dans les objets les moins intéressans, augmentée dans ceux qui ont paru l'être, retouchée partout, et ornée d'un précis de l'histoire de chaque état par M. Bérenger",NA,NA,cl1224,6
Géographie de Buching,8,12,"Büsching, Anton-Friedrich",NA,1781-04-12,"Géographie de Busching, abrégée dans les objets les moins intéressans, augmentée dans ceux qui ont paru l'être, retouchée partout, et ornée d'un précis de l'histoire de chaque état par M. Bérenger",NA,NA,cl1224,6
Description des arts,4,19,"Bertrand, Jean-Elie",NA,1781-07-31,"Descriptions des arts et métiers, faites ou approuvées par Messieurs de l'Académie royale des sciences de Paris",NA,NA,cl1266,7
Rousseau,NA,1,"Rousseau, Jean Jacques",NA,1782-08-03,[Oeuvres de Rousseau],NA,NA,cl1224,13
Secretaire du cabinet,12,1,"Milleran, René",NA,1783-03-29,"Le Nouveau secre?taire du cabinet: contenant des lettres familieres sur toutes sortes de sujets, avec la manie?re de les bien dresser, les complimens de la langue franc?oise, les maximes & conseils pour plaire & se bien conduire dans le monde",NA,NA,cl0274,2
Histoire de Mlle Corneille,12,4,"Caylus, Anne Claude Philippe, comte de",NA,1785-01-14,"Histoire de mademoiselle Cronel, dite Frétillon actrice de la Comédie de Rouen, écrite par elle-même ",NA,NA,cl0274,12
Histoire de Mlle Corneille,12,4,"Gaillard, Pierre-Alexandre",NA,1785-01-14,"Histoire de mademoiselle Cronel, dite Frétillon actrice de la Comédie de Rouen, écrite par elle-même ",NA,NA,cl0274,12
Histoire de Mlle Corneille,12,4,"Tubières de Grimoard de Pestels de Levy, Anne-Claude-Philippe",NA,1785-01-14,"Histoire de mademoiselle Cronel, dite Frétillon actrice de la Comédie de Rouen, écrite par elle-même ",NA,NA,cl0274,12
Demonstration de botanique,8,3,"Rozier, François",NA,1788-07-16,Démonstrations élémentaires de botanique,NA,NA,cl0274,3
Demonstration de botanique,8,3,"Claret de La Tourrette, Marc-Antoine-Louis",NA,1788-07-16,Démonstrations élémentaires de botanique,NA,NA,cl0274,3
204,4,1,"Le Ferron, Arnoul",NA,1787-10-19,Conférence de toutes les questions traitées par M. de Ferron... dans son Commentaire sur la Coutume de Bordeaux... avec le commentaire de M. Bernard Automne... contenant en outre plusieurs observations nouvelles... par feu Me Pierre Dupin,NA,NA,cl1468,4
204,4,1,"Dupin, Pierre",NA,1787-10-19,Conférence de toutes les questions traitées par M. de Ferron... dans son Commentaire sur la Coutume de Bordeaux... avec le commentaire de M. Bernard Automne... contenant en outre plusieurs observations nouvelles... par feu Me Pierre Dupin,NA,NA,cl1468,4
204,4,1,"Automne, Bernard",NA,1787-10-19,Conférence de toutes les questions traitées par M. de Ferron... dans son Commentaire sur la Coutume de Bordeaux... avec le commentaire de M. Bernard Automne... contenant en outre plusieurs observations nouvelles... par feu Me Pierre Dupin,NA,NA,cl1468,4
Memoire sur la Compagnie des Indes,8,1,"Lauraguais, Louis-Léon-Félicité de Brancas [comte de]",NA,1772-10-03,"Memoire sur la Compagnie des Indes, dans lequel on établit les droits & les intérêts des actionnaires",NA,NA,cl1224,1
Privileges des suisses,4,1,"Vogel, F. Adam",NA,1773-08-09,"Privileges (les) des Suisses, ensemble Ceux accordés aux Villes Impériales & Anséatiques, & aux Habitans de Genefe, Résidens en France: Avec Des Observations sur la Justice des Suisses, fondées sur les principes du Droit Public",NA,NA,cl0335,2
Recettes pour les maladies des chevaux,8,1,Harpur [le chevalier],NA,1773-09-11,"Recettes pour les maladies des chevaux recueillies des plus habiles écuyers, et des maréchaux les plus experts d'Italie",NA,NA,cl1266,2
Pièces justificatives,NA,NA,NA,NA,1774-04-30,NA,NA,NA,cl1763,25
Nourriture de l'ame,NA,1,"Ostervald, Jean-Rodolphe",NA,1774-04-30,Nourriture (la) de l'âme,NA,NA,cl1468,24
Loix de Minos,NA,1,"Voltaire, François Marie Arouet",NA,1774-05-11,"Loix de minos, tragédie",NA,NA,cl1266,12
république littéraire,12,1,"Saavedra Fajardo, Diego",NA,1774-09-30,"République (la) littéraire, ou Description allégorique et critique des sciences et des arts, ouvrage posthume de Dom Diego Saavedra Fajardo... traduit de l'espagnol, sur l'édition la plus correcte, publiée à Madrid en 1735, présenté au public par les soins et aux dépens du libraire",NA,NA,cl0274,6
Brézé ou observations sur Folard,8,2,"Brezé, Gioacchino Bonaventura Argentero",NA,1774-10-18,"Observations historiques et critiques sur les commentaires de Folard et sur la cavalerie, par le comte de Brézé,..",NA,NA,cl0353,4
geographie elementaire,NA,1,"Ostervald, Frédéric-Samuel",NA,1774-12-05,Géographie élémentaire. Quatrième édition,NA,NA,cl1468,2
Alphred le grand,8,1,"Haller, Albrecht [von]",NA,1775-02-06,"Alfred, Roi des Anglo-Saxons... Traduit de l’Allemand (par C. P.)",NA,NA,cl1514,2
Commerce des vins,8,1,"Brac, fils",NA,1775-02-27,"Commerce (le) des vins, réformé, rectifié et épuré, ou Nouvelle méthode pour tirer un parti sûr, prompt et avantageux des récoltes en vins... par M. C*** S***",NA,NA,cl0335,2
Enfans élevés,12,1,"Fourcroy, Antoine François [de]",NA,1775-03-20,Enfans (les) élevés dans l'ordre de la nature,NA,NA,cl0353,3
Belle allemande,NA,1,"Bret, Antoine",NA,1775-05-04,"Belle (la) Allemande, ou les Galanteries de Thérèse",NA,NA,cl1266,6
Belle allemande,NA,1,"Villaret, Claude",NA,1775-05-04,"Belle (la) Allemande, ou les Galanteries de Thérèse",NA,NA,cl1266,6
Nosologie de Sauvage,8,3,"Boissier de la Croix de Sauvages, François",NA,1775-05-06,"Nosologie méthodique... traduite du latin de M. Fr. Boissier de Sauvages... Ouvrage augmenté de quelques notes en forme de commentaire, par M. Nicolas",NA,NA,cl1514,3
Nosologie de Sauvage,8,3,"Nicolas, Jean",NA,1775-05-06,"Nosologie méthodique... traduite du latin de M. Fr. Boissier de Sauvages... Ouvrage augmenté de quelques notes en forme de commentaire, par M. Nicolas",NA,NA,cl1514,3
Morale evangelique,8,7,"Bertrand, Elie",NA,1775-05-16,"Morale (la) évangélique, ou Discours sur le sermon de Jésus-Christ sur la montagne",NA,NA,cl1210,28
Morale evangelique,8,7,"Bertrand, Jean-Elie",NA,1775-05-16,"Morale (la) évangélique, ou Discours sur le sermon de Jésus-Christ sur la montagne",NA,NA,cl1210,28
Elements de Millot,8,9,"Millot, Claude-François-Xavier",NA,1775-05-22,Elémens d'histoire générale,NA,NA,cl1468,9
Art d'observer,8,2,"Sénebier, Jean",NA,1775-05-31,Art (l') d'observer,NA,NA,cl1224,8
Elements de Millot,8,9,"Millot, Claude-François-Xavier",NA,1775-06-01,Elémens d'histoire générale,NA,NA,cl0274,18
Onanisme,12,1,"Tissot, Samuel Auguste André David",NA,1775-07-08,"Onanisme (l'), dissertation sur les maladies produites par la masturbation",NA,NA,cl0274,12
Réflexions de Holland,8,2,"Holland, Georg Jonathan [von]",NA,1775-08-10,Réflexions philosophiques sur le Système de la nature,NA,NA,cl1514,4
Jeune philosophe,NA,NA,NA,NA,1776-01-06,NA,NA,NA,cl1468,6
Maladies des yeux,12,1,"Guérin, Jean-Joseph",NA,1776-02-13,Traité sur les maladies des yeux,NA,NA,cl1224,9
Legs d'un pere a ses fille,12,1,"Gregory, John",NA,1776-04-09,Legs d'un père à ses filles,NA,NA,cl1514,6
Legs d'un pere a ses fille,12,1,"Morellet, André",NA,1776-04-09,Legs d'un père à ses filles,NA,NA,cl1514,6
Liturgie,NA,NA,NA,NA,1776-05-11,NA,NA,NA,cl1834,16
Lettres de Ganganelli,12,3,Clément XIV,NA,1776-06-18,Lettres du Pape Clément XIV [Ganganelli],NA,NA,cl0274,50
Manuel des champs,NA,1,Chanvalon [abbé de],NA,1776-07-06,"Manuel des champs, ou Recueil... de tout ce qui est le plus nécessaire... pour vivre avec aisance et agrément à la campagne",NA,NA,cl0274,6
Manuel des champs,NA,1,"Drouet, Étienne François",NA,1776-07-06,"Manuel des champs, ou Recueil... de tout ce qui est le plus nécessaire... pour vivre avec aisance et agrément à la campagne",NA,NA,cl0274,6
Ecole des filles,12,1,"Milot, Michel",NA,1776-09-28,"Ecole (l') des filles, ou la philosophie des dames",NA,NA,cl0288,12
Traité des délits & des peines,NA,1,"Beccaria, Cesare Bonesana",NA,1777-01-07,"Traité des delits et des peines, traduit de l'Italien",NA,NA,cl0274,6
Traité des délits & des peines,NA,1,"Morellet, André",NA,1777-01-07,"Traité des delits et des peines, traduit de l'Italien",NA,NA,cl0274,6
Idyles de Berquin,8,1,"Berquin, Arnaud",NA,1777-01-24,"Idylles, par M. Berquin; auxquelles on a joint Pygmalion, scène lyrique de M. J.J. Rousseau; mise en vers par le même",NA,NA,cl1203,2
Bigarures,NA,NA,NA,NA,1777-01-28,NA,NA,NA,cl2067,4
Commentaire de Voltaire,8,1,"Voltaire, François Marie Arouet",NA,1777-02-25,"Commentaire historique sur les ouvres de l'auteur de La Henriade, avec les pièces originales et les preuvres",NA,NA,cl1203,12
Histoire du maréchal de Saxe,12,2,"Espagnac, Jean Baptiste Joseph Damarzit-Sahuguet",NA,1777-04-07,"Histoire de Maurice, comte de Saxe, duc de Courlande et de Sémigalle, maréchal-général des camps & armées de sa Majesté très-chrétienne",NA,NA,cl1514,8
législation,12,1,"Mably, Gabriel Bonnot [de]",NA,1777-06-03,"Législation (de la), ou principes des lois",NA,NA,cl1203,4
Lectures pour les enfans,NA,1,"Berquin, Arnaud",NA,1777-09-16,"Lectures pour les enfans, ou choix de petits contes également propres à les amuser et à leur faire aimer la vertu",NA,NA,cl1514,4
Lectures pour les enfans,NA,1,"Fénelon, François de Salignac de La Mothe",NA,1777-09-16,"Lectures pour les enfans, ou choix de petits contes également propres à les amuser et à leur faire aimer la vertu",NA,NA,cl1514,4
Lectures pour les enfans,NA,1,"Gessner, Salomon",NA,1777-09-16,"Lectures pour les enfans, ou choix de petits contes également propres à les amuser et à leur faire aimer la vertu",NA,NA,cl1514,4
Lectures pour les enfans,NA,1,"La Fontaine, Jean de",NA,1777-09-16,"Lectures pour les enfans, ou choix de petits contes également propres à les amuser et à leur faire aimer la vertu",NA,NA,cl1514,4
Lectures pour les enfans,NA,1,"Marmontel, Jean-François",NA,1777-09-16,"Lectures pour les enfans, ou choix de petits contes également propres à les amuser et à leur faire aimer la vertu",NA,NA,cl1514,4
Lectures pour les enfans,NA,1,"Montesquieu, Charles Louis de Secondat",NA,1777-09-16,"Lectures pour les enfans, ou choix de petits contes également propres à les amuser et à leur faire aimer la vertu",NA,NA,cl1514,4
Lectures pour les enfans,NA,1,"Saint-Lambert, Jean-François [de]",NA,1777-09-16,"Lectures pour les enfans, ou choix de petits contes également propres à les amuser et à leur faire aimer la vertu",NA,NA,cl1514,4
Lectures pour les enfans,NA,1,"Voltaire, François Marie Arouet",NA,1777-09-16,"Lectures pour les enfans, ou choix de petits contes également propres à les amuser et à leur faire aimer la vertu",NA,NA,cl1514,4
Lectures pour les enfans,NA,1,"Le Monnier, Guillaume-Antoine [abbé]",NA,1777-09-16,"Lectures pour les enfans, ou choix de petits contes également propres à les amuser et à leur faire aimer la vertu",NA,NA,cl1514,4
Lectures pour les enfans,NA,1,Garnier,NA,1777-09-16,"Lectures pour les enfans, ou choix de petits contes également propres à les amuser et à leur faire aimer la vertu",NA,NA,cl1514,4
sociabilité,8,2,"Pluquet, François-André-Adrien",NA,1778-10-13,"Sociabilité (de la), par M. l'abbé Pluquet",NA,NA,cl1514,8
de la sociabilité,8,2,"Pluquet, François-André-Adrien",NA,1778-11-25,"Sociabilité (de la), par M. l'abbé Pluquet",NA,NA,cl0335,2
Tristram Schandy,12,2,"Fresnais, Joseph Pierre",NA,1779-11-16,Vie (la) et les opinions de Tristram Shandy,NA,NA,cl1514,2
Tristram Schandy,12,2,"Sterne, Laurence",NA,1779-11-16,Vie (la) et les opinions de Tristram Shandy,NA,NA,cl1514,2
Description des arts,4,19,"Bertrand, Jean-Elie",NA,1780-07-06,"Descriptions des arts et métiers, faites ou approuvées par Messieurs de l'Académie royale des sciences de Paris",NA,NA,cl1266,6
Avis au peuple,NA,2,"Tissot, Samuel Auguste André David",NA,1781-04-12,Avis au peuple sur sa santé,NA,NA,cl1224,26
Histoire de Gil Blas de Santillane,12,4,"Lesage, Alain René",NA,1782-08-03,Histoire de Gil Blas de Santillane,NA,NA,cl1224,24
d'Albon,8,3,"Albon, Claude-Camille-François [d']",NA,1783-03-29,"Discours politiques, historiques et critiques sur quelques gouvernemens de l'Europe",NA,NA,cl0274,3
Histoire de Rhédy,12,1,"Duff, William",NA,1785-01-14,"Histoire de Rhedy, hermite du mont Ararat, conte oriental traduit de l'anglais",NA,NA,cl0274,2
Silphe,12,1,"Crébillon, Claude Prosper Jolyot de",NA,1788-07-16,"Sylphe (le), par Crébillon fils",NA,NA,cl0274,2
Bible,8,2,[Bible],NA,1772-10-03,"Sainte Bible (la), qui contient le Vieux et le Nouveau Testament: revu et corrigé sur le texte original, par les pasteurs et professeurs de l'Eglise de Genève, avec les argumens et les réflexions sur les chapitres / par J.F. Ostervald",NA,NA,cl1224,2
Amitie aprés la Mort,NA,2,"Rowe, Elizabeth Singer",NA,1773-08-09,"Amitié (l') après la mort, contenant les lettres des morts aux vivans et les lettres morales et amusantes",NA,NA,cl0335,6
Amitie aprés la Mort,NA,2,"Bertrand, Jean",NA,1773-08-09,"Amitié (l') après la mort, contenant les lettres des morts aux vivans et les lettres morales et amusantes",NA,NA,cl0335,6
Secours de Venel,12,1,"Venel, Jean-André",NA,1773-09-11,"Nouveaux secours pour les corps arrêtés dans l'oesophage, ou Description de quatre instrumens plus propres qu'aucun des anciens moyens à retirer ces corps par la bouche, inventés par Mr. Venel",NA,NA,cl1266,2
Miroir d'or,8,4,"Wieland, Christoph Martin",NA,1774-04-30,"Miroir (le) d'or, ou Les rois du Chéchian",NA,NA,cl1763,4
Epreuves du sentiment,8,4,"Arnaud, François-Thomas-Marie de Baculard [d']",NA,1774-04-30,Epreuves (les) du sentiment,NA,NA,cl1468,48
histoire de Genêve,12,6,"Bérenger, Jean-Pierre",NA,1774-05-11,"Histoire de Genève, depuis son origine jusqu'à nos jours, par M. Bérenger",NA,NA,cl1266,24
Théisme,8,2,"Ferrières, Charles Elie [marquis de]",NA,1774-09-30,Théisme (le): essai philosophique,NA,NA,cl0274,12
Eloge de la folie,NA,1,"Erasmus, Desiderius",NA,1774-10-18,"Eloge (l') de la folie, composé en forme de déclamation par Erasme",NA,NA,cl0353,2
consolations contre les frayeurs de la mort,8,2,"Drelincourt, Charles",NA,1774-12-05,Consolations (les) de l'âme fidèle contre les frayeurs de la mort... par Charles Drelincourt,NA,NA,cl1468,6
Jeune philosophe,NA,NA,NA,NA,1775-02-06,NA,NA,NA,cl1514,2
Grammaire de Gottshed,NA,1,"Gottsched, Johann Christoph",NA,1775-02-27,Grammaire allemande de M. Gottsched,NA,NA,cl0335,3
histoire generale,NA,1,"Millot, Claude-François-Xavier",NA,1775-03-20,Elémens d'histoire générale,NA,NA,cl0353,12
Morale chrétienne,8,7,"Bertrand, Elie",NA,1775-05-04,"Morale (la) évangélique, ou Discours sur le sermon de Jésus-Christ sur la montagne",NA,NA,cl1266,14
Morale chrétienne,8,7,"Bertrand, Jean-Elie",NA,1775-05-04,"Morale (la) évangélique, ou Discours sur le sermon de Jésus-Christ sur la montagne",NA,NA,cl1266,14
Art de se traiter soi même,NA,1,"Bourru, Edme-Claude",NA,1775-05-06,Art (l') de se traiter soi-même dans les maladies vénériennes,NA,NA,cl1514,2
Art de se traiter soi même,NA,1,"Le Prieur, Pierre-Alexandre",NA,1775-05-06,Art (l') de se traiter soi-même dans les maladies vénériennes,NA,NA,cl1514,2
Recherches sur les americains,8,2,"Pauw, Cornelius [de]",NA,1775-05-22,"Recherches philosophiques sur les Américains, ou Mémoires intéressants [sic] pour servir à l'histoire de l'espece humaine par Mr. de P***",NA,NA,cl1468,2
Contes de la Fontaine,8,2,"La Fontaine, Jean de",NA,1775-05-31,Contes et nouvelles en vers de M. de la Fontaine,NA,NA,cl1224,4
histoire philosophie,NA,7,"Raynal, Guillaume-Thomas-François",NA,1775-06-01,[Histoire philosophique et politique des établissements et du commerce des Européens dans les deux Indes],NA,NA,cl0274,4
Recueil de Voltaire,NA,1,"Voltaire, François Marie Arouet",NA,1775-07-08,"Recueil de pièces fugitives en prose et en vers, accompagnées de notes critiques et impartiales par M. de V.",NA,NA,cl0274,10
Chansons gaillardes,12,1,"Caylus, Anne Claude Philippe, comte de",NA,1775-08-10,Recueil des comédies et de quelques chansons gaillardes,NA,NA,cl1514,6
Chansons gaillardes,12,1,"Grandval, Charles-François Racot [de]",NA,1775-08-10,Recueil des comédies et de quelques chansons gaillardes,NA,NA,cl1514,6
maximes de la Rochefoucault,8,1,"La Rochefoucauld, François [de]",NA,1776-01-06,Réflexions et maximes morales de M. le duc de La Rochefoucault. Nouvelle édition... avec des commentaires par M. Manzon ,NA,NA,cl1468,13
maximes de la Rochefoucault,8,1,"Manzon, Jean",NA,1776-01-06,Réflexions et maximes morales de M. le duc de La Rochefoucault. Nouvelle édition... avec des commentaires par M. Manzon ,NA,NA,cl1468,13
oeuvres de Servant,12,2,"Servan, Antoine-Joseph-Michel",NA,1776-02-13,"Oeuvres diverses de M. Servan, ancien avocat-général au parlement de Grenoble",NA,NA,cl1224,24
Mémoires de du Barry,12,2,"Nogaret, François-Félix",NA,1776-04-09,Mémoires authentiques de Mme la comtesse du Barry,NA,NA,cl1514,12
Histoire naturelle de la suisse,12,1,"Dulon, Isaac",NA,1776-06-18,"Histoire naturelle de la Suisse dans l'ancien monde, traduite de l'allemand de Mr A. [""sic""] S. Grouner",NA,NA,cl0274,6
Histoire naturelle de la suisse,12,1,"Gruner, Gottlieb Sigmund",NA,1776-06-18,"Histoire naturelle de la Suisse dans l'ancien monde, traduite de l'allemand de Mr A. [""sic""] S. Grouner",NA,NA,cl0274,6
Memmon hist orientale,NA,1,"Voltaire, François Marie Arouet",NA,1776-07-06,"Memnon, histoire oriental",NA,NA,cl0274,2
Venus dans le cloitre,12,1,"Barrin, Jean",NA,1776-09-28,"Venus dans le cloitre, ou La Religieuse en chemise",NA,NA,cl0288,12
Venus dans le cloitre,12,1,"Le Bretonnière, François de Chavigny [de]",NA,1776-09-28,"Venus dans le cloitre, ou La Religieuse en chemise",NA,NA,cl0288,12
Fille de joie,8,1,"Cleland, John",NA,1777-01-07,"Fille (la) de joye, ou Mémoires de Miss Fanny",NA,NA,cl0274,12
Laideur aimable,NA,1,"La Place, Pierre Antoine de",NA,1777-01-24,"Laideur (la) aimable, et les dangers de la beaute",NA,NA,cl1203,1
Examen de Bolingbrock,NA,1,"Voltaire, François Marie Arouet",NA,1777-01-28,Examen (l') important de milord Bolingbroke,NA,NA,cl2067,4
Mémoires de Terray,12,2,"Coquereau, Jean-Baptiste-Louis",NA,1777-02-25,"Mémoires de l'abbé Terray, contrôleur-général, contenant sa vie, son administration, ses intrigues et sa chûte",NA,NA,cl1203,12
Avis au peuple,NA,2,"Tissot, Samuel Auguste André David",NA,1777-04-07,Avis au peuple sur sa santé,NA,NA,cl1514,24
Elements de mathématiques,12,1,"Lamy, Bernard",NA,1777-06-03,"Elémens des mathématiques, ou Traité de la grandeur en général, qui comprend l'arithmétique, l'algèbre, l'analyse et les principes de toutes les sciences qui ont la grandeur pour objet... par le R. P. Bernard Lamy",NA,NA,cl1203,6
législation,12,1,"Mably, Gabriel Bonnot [de]",NA,1777-09-16,"Législation (de la), ou principes des lois",NA,NA,cl1514,4
Essais sur les philosophes,8,1,"Schmidt, Georg Ludwig",NA,1778-10-13,"Essais sur les philosophes et la philosophie: avec des dissertations sur l'amour, la jalousie, ",NA,NA,cl1514,3
Description des arts,4,19,"Bertrand, Jean-Elie",NA,1779-11-16,"Descriptions des arts et métiers, faites ou approuvées par Messieurs de l'Académie royale des sciences de Paris",NA,NA,cl1514,1
Dissertation de Bilguer ou Inutilité d'amputation,12,1,"Bilguer, Johann Ulrich",NA,1781-04-12,Dissertation sur l'inutilité de l'amputation des membres,NA,NA,cl1224,13
Dissertation de Bilguer ou Inutilité d'amputation,12,1,"Tissot, Samuel Auguste André David",NA,1781-04-12,Dissertation sur l'inutilité de l'amputation des membres,NA,NA,cl1224,13
