ID,super_book_title,author_name,super_book_code
NA,Ecole (l') du bonheur,"Sigaud de La Fond, Joseph-Aignan",spbk0000642
NA,Education (l') mise à la portée de tout le monde,"Chatelain, Henri-Abraham",spbk0000651
NA,"Effets des passions, des plaisirs, de l'éducation et de la négociation",NA,spbk0000656
NA,Elémens (les) d'Euclide du R. P. Dechalles,Euclide,spbk0000664
NA,Elémens de la morale universelle,"Bertrand, Elie",spbk0003342
NA,Elémens de la philosophie de Newton,"Voltaire, François Marie Arouet",spbk0000672
NA,Elémens de l'histoire d'Angleterre,"Millot, Claude-François-Xavier",spbk0003568
NA,Elémens de l'histoire de France,"Millot, Claude-François-Xavier",spbk0002575
NA,Elémens d'histoire générale de Millot,"Millot, Claude-François-Xavier",spbk0002776
NA,Elémens d'oryctologie,"Bertrand, Elie",spbk0000704
NA,Elemens du droit naturel par Burlamaqui,"Burlamaqui, Jean-Jacques",spbk0004558
NA,Eloge de Louis XV,"Voltaire, François Marie Arouet",spbk0000685
NA,Eloge de M. Helvétius,"Chastellux, François-Jean [marquis de]",spbk0000686
NA,Eloge de Marc-Aurèle,"Thomas, Antoine-Leonard.",spbk0000689
NA,Eloge de Socrate,NA,spbk0000692
NA,Enfer (l') détruit,"Holbach, Paul Henri Dietrich [d']",spbk0000722
NA,Entretiens (les) de l'autre monde,NA,spbk0000724
NA,Entrevues (les) du Pape Ganganelli,"Baston, Guillaume-André-René",spbk0000729
NA,Epître à Ninon de l'Enclos,"La Harpe, Jean François [de]",spbk0000739
NA,Epître à Ninon de l'Enclos,"Marchand, Etienne",spbk0000739
NA,Epître à Ninon de l'Enclos,"Schuvalov, Count Andrei Petrovich",spbk0000739
NA,Errotika biblion,"Mirabeau, Honoré-Gabriel Riqueti [comte de]",spbk0000743
NA,Espion (l') dévalisé,"Guémadeuc, Baudouin [de]",spbk0003709
NA,Espion (l') dévalisé,"Mirabeau, Honoré-Gabriel Riqueti [comte de]",spbk0003709
NA,Espion (l') turc dans les cours des princes chrétiens,"Pidou de Saint-Olan, Isidore-François",spbk0000749
NA,Esprit (l') de la fronde,"Mailly, Jean-Baptiste",spbk0000766
NA,Esprit (l') de l'Encyclopédie,"La Porte, Joseph [de]",spbk0000755
NA,Esprit (l') des croisades,"Mailly, Jean-Baptiste",spbk0000767
NA,Esprit (l') des esprits ou pensées choisies,NA,spbk0000756
NA,Esprit (l') des Romains,"Alletz, Pons Augustin",spbk0000769
NA,Esprit (l') de Henri IV,"Prault, Louis Laurent",spbk0000754
NA,Esprit (l') du clergé,"Gordon, Thomas",spbk0000758
NA,Esprit (l') du clergé,"Trenchard, John",spbk0000758
NA,Esprit du grand Corneille,Charlier,spbk0000770
NA,Esprit du grand Corneille,"Corneille, Pierre",spbk0000770
NA,Essai de trigonométrie sphérique,"Trembley, Jean",spbk0000775
NA,Essai historique sur la vie de Marie Antoinette d'Autriche,NA,spbk0000776
NA,Essai philosophique et moral sur le plaisir,"Bertrand, Elie",spbk0000779
NA,Essai philosophique sur le monachisme,"Linguet, Simon-Nicolas-Henri",spbk0000780
NA,Essai sur la cause des disettes de bled,"Saussure, Nicolas [de]",spbk0003701
NA,Essai sur la colonie de Sainte-Lucie,"Chardon, Daniel-Marc-Antoine",spbk0000787
NA,Essai sur la nature et la destination de l'âme,"Collins, Anthony",spbk0000790
NA,Essai sur la partie arithmétique de l'horlogerie,"La Fite de Pelleport, Anne-Gédéon",spbk0000792
NA,Essai sur la physiognomonie,"Lavater, Johann Caspar",spbk0000793
NA,Essai sur la providence et sur la possibilité physique de la resurrection,"Bion, Jean",spbk0000795
NA,Essai sur la providence et sur la possibilité physique de la resurrection,"Marchand, Prosper",spbk0000795
NA,Essai sur la Providence,"Price, Richard",spbk0000794
NA,Essai sur la santé et sur l'éducation médicinale des filles destinées au mariage,"Venel, Gabriel-François",spbk0000797
NA,Essai sur le préjugé subsistant contre les familles des condamnés,NA,spbk0000805
NA,Essai sur le style,"Thiébault, Dieudonné",spbk0000806
NA,Essai sur les maladies auxquelles sont sujettes les personnes qui vivent à la cour,"Langhans, Daniel",spbk0000813
NA,Essai sur les préjuges,"Holbach, Paul Henri Dietrich [d']",spbk0000818
NA,"Essais de géographie, de politique et d'histoire","Verdy Du Vernois, Adrien-Marie-François [de]",spbk0000825
NA,"Essais historiques, par M. J*** M*****","Müller, Johannes [von]",spbk0000826
NA,Essais politiques sur l'état actuel de quelques puissances,"Rutledge, Jean Jacques [chevalier]",spbk0003797
NA,Essais sur les philosophes et la philosophie,"Schmidt, Georg Ludwig",spbk0000837
NA,Essais sur l'hygrométrie,"Saussure, Horace-Bénédict [de]",spbk0000820
NA,Etat de la Corse,"Boswell, James",spbk0000851
NA,Etat et délices de la Suisse,"Ruchat, Abraham",spbk0000850
NA,Etat présent du royaume de Portugal,"Dumouriez, Charles-François",spbk0000854
NA,Etrennes aux désoeuvrés,"Penn, Lewis",spbk0000858
NA,Etrennes du Parnasse,NA,spbk0000860
NA,Evangile (l') du jour,"Voltaire, François Marie Arouet",spbk0000866
NA,Examen critique du militaire français,"Bohan, Baron François-Phillipe Loubat [de]",spbk0000872
NA,Examen de l'Essai sur les préjuges,"Frederick II, King of Prussia",spbk0000875
NA,Examen de l'évidence intrinsèque du christianisme,"Jenyns, Soame",spbk0000876
NA,Examen des prophéties,"Collins, Anthony",spbk0000878
NA,"Excursion (l'), ou l'Escapade","Brooke, Frances Moore",spbk0000882
NA,Art (l') de faire le vin,Maupin,spbk0003098
NA,Extrait du journal d'un officier de la Marine de l'escadre de M. le comte d'Estaing,NA,spbk0003696
NA,Fabius et Caton,"Haller, Albrecht [von]",spbk0000893
NA,Fastes (les) de Louis XV,"Goudar, Ange",spbk0000904
NA,Félicité (la) publique,"Vasco, Giambattista",spbk0004077
NA,Foutro-manie (la),"Meilhan, Gabriel Sénac [de]",spbk0000925
NA,Foutro-manie (la),"Mercier de Compiègne, Claude-François-Xavier",spbk0000925
NA,Fragmens historiques de la ville et republique de Berne,"Gruner, Johann Rudolf",spbk0002659
NA,Fragment sur les colonies,"Smith, Adam",spbk0000933
NA,Galanteries des rois de France,"Vanel, Claude",spbk0000939
NA,Galatée,"Florian, Jean-Pierre Claris [de]",spbk0000940
NA,Gazetier (le) cuirassé,"Théveneau de Morande, Charles",spbk0000943
NA,Gazette (la) de Cythère,"Bernard, François",spbk0000944
NA,Gazette (la) noire,"La Fite de Pelleport, Anne-Gédéon",spbk0000946
NA,Géographie de Busching,"Büsching, Anton-Friedrich",spbk0000951
NA,Gouvernement (du) et des loix de la Pologne,"Mably, Gabriel Bonnot [de]",spbk0000960
NA,Guzmanade (la),"Mirabeau, Honoré-Gabriel Riqueti [comte de]",spbk0000997
NA,Habitant (l') de la Guadeloupe,"Mercier, Louis-Sébastien",spbk0001004
NA,Henriette de Gerstenfeld,"Beuvius, Adam",spbk0001023
NA,Héros (le) de Baltasar Gracien,"Gracián, Baltasar",spbk0001027
NA,Heureux (les) orphelins,"Crébillon, Claude Prosper Jolyot de",spbk0001874
NA,Heureux (les) orphelins,"Haywood, Eliza Fowler",spbk0001874
NA,Histoire de France sous le regne de Louis XI,"Garnier, Jean-Jacques",spbk0004564
NA,Histoire de France sous le regne de Louis XI,"Villaret, Claude",spbk0004564
NA,Histoire de François Wills,"Goldsmith, Oliver",spbk0001086
NA,Histoire de François Wills,"Murphy, Arthur",spbk0001086
NA,Histoire de Genève,"Bérenger, Jean-Pierre",spbk0001061
NA,Histoire de Guzman d'Alfarache,"Alemán, Mateo",spbk0001064
NA,Histoire de Miss Jenny,"Riccoboni, Marie-Jeanne Laboras de Mézières",spbk0001066
NA,Histoire de la Confédération helvétique,"Watteville, Alexandre Louis [de]",spbk0001100
NA,Histoire de la dissertation sur la littérature allemende,"Hertzberg, Ewald Friedrich [von]",spbk0002972
NA,Histoire de la Moldavie et de la Valachie,"Carra, Jean-Louis",spbk0001111
NA,Histoire de la persécution intentée en 1775 aux francs-maçons de Naples,"Lioy, Félix",spbk0001125
NA,Histoire de la réformation de la Suisse,"Ruchat, Abraham",spbk0001114
NA,Histoire de l'abdication de Victor Amédée,"Trivié, Wicardel de Fleury [marquis de]",spbk0001091
NA,Histoire de l'abdication de Victor Amédée,"Radicati, Alberto",spbk0001091
NA,Histoire de l'empire Ottoman,"Mignot, Vincent",spbk0001089
NA,Histoire de l'établissement du christianisme,"Voltaire, François Marie Arouet",spbk0001096
NA,Histoire de l'isle de Corse,"Pommereul, François-René-Jean [de]",spbk0001090
NA,Histoire de Mademoiselle Brion,NA,spbk0001072
NA,"Histoire du maréchal de Saxe, par le baron d'Espagnac","Espagnac, Jean Baptiste Joseph Damarzit-Sahuguet",spbk0001076
NA,Histoire de Rhedy,"Duff, William",spbk0001082
NA,Histoire des découvertes faites par divers savans voyageurs dans plusieurs contrées de la Russie & de la Perse,"Pallas, Peter Simon",spbk0003699
NA,Histoire des juifs et des peuples voisins,"Prideaux, Humphrey",spbk0003364
NA,Histoire des plantes vénéneuses de la Suisse,"Vicat, Philippe Rodolphe",spbk0001130
NA,Histoire des révolutions de Pologne,"Joubert, Pierre",spbk0003513
NA,Histoire d'Irlande,"Leland, Thomas",spbk0001187
NA,Histoire du Paraguay sous les Jésuites,"Echavarri, Bernardo Ibañez [de]",spbk0003725
NA,Histoire du patriotisme françois,Rossel [avocat],spbk0001891
NA,Histoire de Pontus de Thyard de Bissy,"Tyard, Pontus [de]",spbk0004056
NA,Histoire (l') du règne de l'empereur Charles-Quint,"Robertson, William",spbk0004148
NA,Histoire du siège de Cythère,NA,spbk0001152
NA,Histoire ecclésiastique ancienne et moderne,"Mosheim, Johann Lorenz [von]",spbk0001154
NA,Histoire et aventures de Sir Williams Pickle,"Smollett, Tobias George",spbk0001033
NA,Histoire générale des dogmes et opinions philosophiques,"Diderot, Denis",spbk0001156
NA,Histoire générale et particulière de la Grèce,"Cousin-Despréaux, Louis",spbk0001155
NA,Histoire militaire des Suisses,"May de Romainmotier, Emmanuel",spbk0001162
NA,Histoire naturelle de la religion,"Hume, David",spbk0001163
NA,Histoire naturelle de la Suisse dans l'ancien monde,"Gruner, Gottlieb Sigmund",spbk0004531
NA,Histoire navale d'Angleterre,"Lediard, Thomas",spbk0001166
NA,Histoire philosophique de la religion,"Yvon, Claude",spbk0001174
NA,Histoire romaine,"Crevier, Jean Baptiste Louis",spbk0001181
NA,Histoire romaine,"Rollin, Charles",spbk0001181
NA,Histoire secrète des femmes galantes de l'antiquité,"Dubois, François-Nicolas",spbk0001182
NA,Histoire secrète des femmes galantes de l'antiquité,"Serviez, Jacques Roergas [de]",spbk0001182
NA,Histoire secrète des intrigues de la France en diverses cours de l'Europe,"Lockhard, George",spbk0001183
NA,Hollandois (un) aux habitans de la Grande-Bretagne,"Brissot de Warville, Jacques-Pierre",spbk0002983
NA,Hommage à la vertu guerrière,"Verdy Du Vernois, Adrien-Marie-François [de]",spbk0001199
NA,Homme (l') de ma connaissance,"Mercier, Louis-Sébastien",spbk0001207
NA,Homme (l') dieu,"Mainvilliers, Genu Soalhat [chevalier de]",spbk0001208
NA,Homme (l') sauvage,"Pfeil, Johann Gottlob Benjamin",spbk0001211
NA,Horoscope (l') politique de la Pologne,"Zannowich, Stephano",spbk0001217
NA,Idées républicaines,"Voltaire, François Marie Arouet",spbk0001225
NA,Imposture (de l') sacerdotale,"Gordon, Thomas",spbk0001232
NA,Imposture (de l') sacerdotale,"Davisson, John",spbk0001232
NA,Imposture (de l') sacerdotale,"Bourn, Samuel",spbk0001232
NA,Inceste avoué à un mari,"Rilliet de Saussure, Théodore",spbk0001235
NA,Indépendant (un) à l'ordre des avocats,"Brissot de Warville, Jacques-Pierre",spbk0001238
NA,Infortunes (les) du jeune Chevalier de La Lande,"Bridel, Philippe Sirice",spbk0001239
NA,Ingénu (l'),"Voltaire, François Marie Arouet",spbk0001461
NA,Interprète (l') apologétique et politique de la nature,Millon (avocat),spbk0001261
NA,Introduction à l'Histoire de la guerre en Allemagne,"Lloyd, Henry",spbk0001270
NA,Israël vengé,"Holbach, Paul Henri Dietrich [d']",spbk0001281
NA,Israël vengé,"Orobio, Isaac",spbk0001281
NA,Itinéraire des routes les plus fréquentées,"Dutens, Louis",spbk0004053
NA,J.-J. Rousseau justifié,"Chas, François",spbk0002127
NA,Jammabos (les),"Fenouillot de Falbaire de Quingey, Charles-Georges",spbk0001283
NA,Jardin (le) potager mis à la portée de tout le monde,"Villeneuve, Gabrielle Suzanne [de]",spbk0001284
NA,"Jean Hennuyer, évêque de Lisieux","Mercier, Louis-Sébastien",spbk0001291
NA,Jésuites (les) de la maison professe de Paris en belle humeur,NA,spbk0001327
NA,Jeux (les) d'enfans,"Feutry, Aimé-Ambroise-Joseph",spbk0001294
NA,Journal de Pierre le Grand,"Peter II, Tsar of Russia",spbk0001306
NA,Journal du voyage de Michel de Montaigne en Italie,"Montaigne, Michel Eyquem",spbk0002762
NA,Journal d'un voyage de Londres à Lisbonne,"Fielding, Henry",spbk0001301
NA,"Journal historique, ou fastes du règne de Louis XV","Lévy, Jean-Baptiste-Michel [de]",spbk0001313
NA,Leçons de logique,"Félice, Fortunato Bartholomeo [de]",spbk0001469
NA,"Législation (de la), ou principes des lois","Mably, Gabriel Bonnot [de]",spbk0003575
NA,Légitimité de l'usure légale,"Faiguet de Villeneuve, Jaochim",spbk0001487
NA,Legs d'un père à ses filles,"Gregory, John",spbk0001346
NA,Lettre à Sophie,"Fréret, Nicolas",spbk0001363
NA,Lettre au R.P. Berthier sur le matérialisme,"Coyer, Gabriel-François",spbk0001349
NA,Lettre de M. Linguet à M. le Comte de Vergennes,"Linguet, Simon-Nicolas-Henri",spbk0001354
NA,Lettres de Memmius à Ciceron,"Voltaire, François Marie Arouet",spbk0001355
NA,Lettre de Monseigneur l'evêque d'A*** à M. de V***,"Voltaire, François Marie Arouet",spbk0001356
NA,Lettre de Thrasibule à Leucippe,"Fréret, Nicolas",spbk0001402
NA,Lettre de Thrasibule à Leucippe,"Holbach, Paul Henri Dietrich [d']",spbk0001402
NA,Lettre de Thrasibule à Leucippe,"Naigeon, Jacques-André",spbk0001402
NA,Lettre d'un théologien à l'auteur du dictionnaire des Trois siècles,"Condorcet, Jean-Antoine-Nicolas de Caritat [marquis de]",spbk0001352
NA,Lettre sur les panégyriques,"Voltaire, François Marie Arouet",spbk0001361
NA,Lettres (les) de cachet et des prisons d'état,"Mirabeau, Honoré-Gabriel Riqueti [comte de]",spbk0003750
NA,Lettres à Eugénie,"Holbach, Paul Henri Dietrich [d']",spbk0001388
NA,Lettres à M. l'Abbé Raynal,NA,spbk0001448
NA,Lettres à une princesse d'Allemagne,"Euler, Leonhard",spbk0001449
NA,Lettres athéniennes,"Crébillon, Claude Prosper Jolyot de",spbk0001366
NA,"Lettres chinoises, indiennes et tartares","Voltaire, François Marie Arouet",spbk0001369
NA,Lettres de feu Mr. de Haller contre M. de Voltaire,"Haller, Albrecht [von]",spbk0001395
NA,Lettres d'Elisabeth Sophie de Vallière,"Riccoboni, Marie-Jeanne Laboras de Mézières",spbk0001373
NA,Lettres du comte Algarotti sur la Russie,"Algarotti, Francesco",spbk0001418
NA,Lettres du Pape Clément XIV [Ganganelli],Clément XIV,spbk0001417
NA,Lettres d'un membre du Congrès amériquain,"Vincent, N.",spbk0003973
NA,Lettres d'un membre du Congrès amériquain,"Dubuisson, Pierre-Ulric",spbk0003973
NA,Lettres d'un sauvage dépaysé,"Argens, Jean-Baptiste de Boyer [marquis d']",spbk0001382
NA,Lettres d'un sauvage dépaysé,"Rue, Jean Joubert [de la]",spbk0001382
NA,Lettres d'un voyageur anglois,"Sherlock, Martin",spbk0003632
NA,Lettres péruviennes de madame Graffigny,"Graffigny, Françoise d'Issembourg d'Happoncourt ",spbk0001384
NA,Lettres d'Yorick à Eliza et d'Eliza à Yorick,"Sterne, Laurence",spbk0001376
NA,Lettres écrites de la montagne,"Rousseau, Jean Jacques",spbk0001450
NA,"Lettres écrites de Suisse, d'Italie, de Sicile et de Malthe","Roland de La Platière, Jean-Marie",spbk0001451
NA,Lettres historiques et dogmatiques sur les jubilés et les indulgences,"Chais, Charles",spbk0001423
NA,Lettres historiques et galantes de Mme de C...,"Noyer, Anne-Marguerite Petit [dame du]",spbk0001424
NA,Lettres originales de Madame la comtesse du Barry,"Pidansat de Mairobert, Mathieu-François",spbk0001429
NA,Lettres persanes,"Montesquieu, Charles Louis de Secondat",spbk0001431
NA,Lettres philosophiques sur l'origine des préjugés,"Toland, John",spbk0001433
NA,Lettres philosophiques sur Saint Paul,"Brissot de Warville, Jacques-Pierre",spbk0001432
NA,"Lettres secrètes, sur l'état actuel de la religion et du clergé de France","Boismont, Nicolas Thyrel [de]",spbk0001437
NA,"Lettres secrètes, sur l'état actuel de la religion et du clergé de France","Maury, Cardinal Jean-Siffrein",spbk0001437
NA,Lettres sur la législation,"Mirabeau, Victor de Riquetti [marquis de]",spbk0001440
NA,Lettres sur la religion essentielle à l'homme,"Huber, Marie",spbk0001442
NA,Lettres sur l'amour de la patrie,"Frederick II, King of Prussia",spbk0001407
NA,Lettres sur le Dannemarc,"Reverdil, Élie Salomon François",spbk0001444
NA,Lettres sur le Dannemarc,"Roger, André Salomon",spbk0001444
NA,"Lettres, mémoires et négociations particulières du chevalier d'Eon","Eon de Beaumont, Charles-Geneviève-Louis-Auguste-André-Timothée [d']",spbk0001452
NA,"Liaisons (les) dangereuses ou Lettres recueillies dans une société, & publiées pour l'instruction de quelques autres","Choderlos de Laclos, Pierre-Ambroise-François",spbk0001458
NA,Liberté (la) de conscience resserrée dans ses bornes légitimes,"Yvon, Claude",spbk0001460
NA,liturgie (la),NA,spbk0002644
NA,Loisirs (les) du chevalier d'Eon de Beaumont,"Eon de Beaumont, Charles-Geneviève-Louis-Auguste-André-Timothée [d']",spbk0001473
NA,Loix (des) civiles relativement à la propriété des biens,"Vasco, Dalmazzo Francesco",spbk0001474
NA,Loix naturelles de l'agriculture et de l'ordre social,"Butret, Charles [de]",spbk0001475
NA,Lucrèce,"Lucretius Carus, Titus",spbk0001479
NA,Magasin nouveau des jeunes demoiselles,"Le Prince de Beaumont, Marie",spbk0003635
NA,Manière de faire le pain de pommes de terre,"Parmentier, Antoine-Augustin",spbk0001514
NA,Mannequins (les),"Provence, Louis Stanislas Xavier [comte de]",spbk0001515
NA,Manuel gaillard,Estaing [d'],spbk0001529
NA,Matière médicale,"Haller, Albrecht [von]",spbk0001539
NA,Matière médicale,"Vicat, Philippe Rodolphe",spbk0001539
NA,Matinées (les) liégeoises,NA,spbk0001540
NA,Maximes (les) du gouvernement monarchique,"Du Buat-Nançay, Louis-Gabriel",spbk0001547
NA,Maximes du droit public français,"Mey, Claude",spbk0001550
NA,"Mélanges gais, intéressans et philosophiques",NA,spbk0001558
NA,Mémoire historique sur la dernière année de la vie de Frédéric II,"Hertzberg, Ewald Friedrich [von]",spbk0001634
